latitude,longitude,manageNo,parkNm,parkSe,rdnmadr,lnmadr,parkAr,mvmFclty,amsmtFclty,cnvnncFclty,cltrFclty,etcFclty,appnNtfcDate,institutionNm,phoneNumber,referenceDate,insttCode,insttNm
36.02244192,129.364291,47111-00007,대도대해,어린이공원,경상북도 포항시 남구 양학천로118번길 37,경상북도 포항시 남구 대도동 56-7,1170.6,운동기구,조합놀이대,등의자,,,1974-06-15,경상북도 포항시 공원과,054-270-5735,2024-05-07,5020000,경상북도 포항시
37.68154186,127.0428342,11320-00038,무수,어린이공원,서울특별시 도봉구 도봉로169가길 33,서울특별시 도봉구 도봉동 585,1003,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
37.083503,127.054172,41220-00256,목천 마을쉼터,기타,,경기도 평택시 신장동 327-15 327-14 326-5~7,451,마라톤운동기+발바닥지압걷기+어깨근육풀기+옆파도타기+온몸역기올리기+온몸허리돌리기,고무매트포장+조합놀이대+흔들놀이,,,소화전+집수정,,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.066241,127.011993,41220-00257,문곡1리 마을쉼터,기타,,경기도 평택시 고덕면 문곡리 419 419-1,1000,어깨근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으키기,고무매트포장+그네+그네보호대+조합놀이대,,,집수정,,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.118986,127.034179,41220-00258,수월암2리 마을쉼터,기타,,경기도 평택시 서탄면 수월암리 406 409 434-1,991,등허리지압기+어깨근육풀기+온몸허리돌리기+지압길 포장,고무매트포장+조합놀이대+흔들놀이,,,,,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.09739684,127.071037,41220-00259,신리 마을쉼터,기타,,경기도 평택시 진위면 신리 126-3,793,등허리지압기+옆파도타기+온몸역기내리기+지압자갈포장+하늘걷기,고무칩포장+그네+조합놀이대,,,수목보호대+측구수로,,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.024696,126.913794,41220-00494,대장골 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1056-3,1551.7,온몸허리돌리기+철봉 대형+철봉 소형+평행봉,고무칩포장+조합놀이대+흔들놀이,,,우수관+집수정+트랜치,2005-10-07,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
36.987462,126.8463206,41220-00495,도곡 어린이공원(포승공단),어린이공원,,경기도 평택시 포승읍 도곡리 1147,1500.1,고무매트포장+옆파도타기+온몸역기내리기+하늘걷기,그네+그네보호대+모래포장+조합놀이대,음수전,,ㄷ 자 옹벽+집수정,2000-09-27,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
36.986918,126.919066,41220-00496,도화동 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 안중읍 현화리 820-5 820-7 551-8,2220,옆파도타기+온몸허리돌리기,고무매트포장+그네+그네보호대+시소+조합놀이대+흔들놀이,육각 음수전+자전거거치대,,수목보호대,1995-05-02,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.024696,126.913794,41220-00497,돌패기 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1073,3832.1,자유철봉기+하늘걷기,고무칩포장+그네+그네보호대+조합놀이대,,,수목보호덮개,2009-12-28,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.024696,126.913794,41220-00498,둔터 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1148,1594.1,,고무칩포장+그네+그네보호대+시소+조합놀이대,,,우수관+우수배수로+집수정,2005-10-07,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
36.98111142,126.9242138,41220-00499,방죽골 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 안중읍 현화리 840-2,6014.9,농구대+배드민턴장+배드민턴지주대+온몸허리돌리기+철봉+평행봉+하늘걷기+허리다리뻗기,고무매트포장+그네+그네보호대+시소+조합놀이대+흔들놀이,육각 음수전+화장실,,소화전+정구장 배수로+집수정,1995-05-02,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.024696,126.913794,41220-00500,배당지 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1099,3942,,고무칩포장+조합놀이대,,,집수정+트랜치,2005-10-07,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.016615,126.925231,41220-00501,백로 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1092,1732.5,,고무칩포장+조합놀이대+흔들놀이,,,,2005-10-07,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.028514,126.911493,41220-00502,비파 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1164,2340.9,,개구리놀이+거미소리골+고무칩포장+그네+그네보호대+조합놀이대,,,수목보호틀+우수관+집수정,2005-10-07,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
36.982991,126.918873,41220-00503,서당제 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 안중읍 현화리 824-4,4652.4,마라톤운동기+배드민턴장+배드민턴지주대+온몸노젓기+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대+흔들놀이,음수전+화장실,,배수로+조형물출입문 기둥+집수정+트랜치,1995-05-02,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
36.986820,126.935346,41220-00504,송담4로 어린이공원(안중송담지구),어린이공원,,경기도 평택시 안중읍 안중리 96-8,1540,,고무칩포장+버섯의자+조합놀이대+회전놀이대+흔들놀이,,,U형측구+집수정+흉관,2006-02-06,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.086660,127.057540,41220-00260,신흥 마을쉼터,기타,,경기도 평택시 신장동 646-8,738,등허리지압기+마라톤운동기+발바닥목재판걷기+발바닥지압기+어깨근육풀기+온몸역기올리기+온몸허리돌리기,,,,집수정,,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.07771363,127.0421127,41220-00261,적봉 마을쉼터,기타,,경기도 평택시 서정동 972,1002,마라톤운동기+발바닥지압걷기+어깨근육풀기+옆파도타기+온몸허리돌리기+족구대+족구장+탁구대(이동식)+하늘걷기,고무매트포장+그네+조합놀이대+흔들놀이,,,옹벽+집수정+트랜치,,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.104372,127.058457,41220-00262,하북3리 마을쉼터,기타,,경기도 평택시 진위면 하북리 187-12,999,온몸역기올리기+온몸허리돌리기+윗몸일으키기+지압길 포장+하늘걷기,고무칩포장+조합놀이대,,,U형측구+수목보호대,,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.02080218,127.113503,41220-00308,통복2 수변공원(수촌지구),수변공원,경기도 평택시 수촌길 50 (칠원동),경기도 평택시 칠원동 286,13256,,,,,,2009-12-16,경기도 평택시청,031-8024-4248,2026-03-13,3910000,경기도 평택시
37.28922453,127.0027517,41111-00025,영복,어린이공원,,경기도 수원시 장안구 영화동 396-13,204.7,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30451968,127.0151755,41111-00026,대추원,어린이공원,경기도 수원시 장안구 금당로 39번길 33,경기도 수원시 장안구 조원동 855,2160,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30368019,127.0172351,41111-00027,조원,어린이공원,,경기도 수원시 장안구 조원동 860,2500,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30439047,127.0178064,41111-00028,금당,어린이공원,경기도 수원시 장안구 금당로 39번길 34,경기도 수원시 장안구 조원동 861,2150,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30267863,126.9776435,41111-00029,별,어린이공원,경기도 수원시 장안구 하률로 46번길 22,경기도 수원시 장안구 천천동 565,2202,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30269384,126.9785128,41111-00030,달,어린이공원,경기도 수원시 장안구 하률로 46번길 17,경기도 수원시 장안구 천천동 566,3742.8,다목적구장(농구+족구)2,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30368551,126.9758072,41111-00031,하늘,어린이공원,,경기도 수원시 장안구 천천동 551-16,3274.5,,원형무대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30115977,126.9819739,41111-00032,바람,어린이공원,경기도 수원시 장안구 정자로 41번길 12,경기도 수원시 장안구 천천동 482,1960.6,다목적구장(족구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29939524,126.9792424,41111-00033,샘터,어린이공원,,경기도 수원시 장안구 천천동 505-2,1863.2,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29916341,126.9818185,41111-00034,천천,어린이공원,,경기도 수원시 장안구 천천동 511-2,1839.1,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29693844,126.9870001,41111-00035,초록,어린이공원,경기도 수원시 장안구 천천로 74번길 50,경기도 수원시 장안구 정자동 937,2204.1,,조합놀이대1+원형무대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29751654,126.9833844,41111-00036,비단,어린이공원,,경기도 수원시 장안구 천천동 529,2309.5,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29385892,126.9844114,41111-00037,청솔,어린이공원,경기도 수원시 장안구 만석로 20번길 28,경기도 수원시 장안구 정자동 919,2000.1,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.24740815,127.0404663,41117-00030,신동수변공원,수변공원,경기도 수원시 영통구 덕영대로 1373번길 66,경기도 수원시 영통구 신동 942,24329,,,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.31001292,126.9907275,41111-00012,세일,어린이공원,경기도 수원시 장안구 이목로 74번길 42,경기도 수원시 장안구 파장동 561,3172,,조합놀이대1,노인정1,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30731373,126.9966882,41111-00013,장우,어린이공원,,경기도 수원시 장안구 파장동 593-4,2675.7,조합놀이대1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.28323083,127.0548829,41117-00022,사색,근린공원,,경기도 수원시 영통구 원천동 588,260086.1,,계류1,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.27302817,127.0632063,41117-00023,텃밭,근린공원,,경기도 수원시 영통구 원천동 596-1,33295.6,,,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.29674051,127.0879704,41117-00024,번암가족,근린공원,,경기도 수원시 영통구 하동 1002,116170,,,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.28401494,127.0394157,41117-00025,71호근린공원,근린공원,,경기도 수원시 영통구 이의동 1365,11863.9,,,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.27499276,127.0652651,41117-00026,광교호수공원,근린공원,경기도 수원시 영통구 광교호수로 57,경기도 수원시 영통구 하동 1023,1764901.7,클라이밍장1,분수9+캠핑장1+조합놀이대2,화장실10+매점3,,주차장,,경기도 수원시 공원녹지사업소 공원관리과,031-5191-4192,2026-01-15,3740000,경기도 수원시
37.24470146,127.0514803,41117-00027,방죽,근린공원,경기도 수원시 영통구 덕영대로 1484번길 10-25,경기도 수원시 영통구 망포동 737,20801.8,물놀이시설1,,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.23882922,127.0463235,41117-00028,지성,근린공원,경기도 수원시 영통구 동탄지성로 520,경기도 수원시 영통구 망포동 755,15320.6,게이트볼장1+다목적구장1,,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.29764664,127.0530962,41117-00029,수원광교박물관 인근,역사공원,,경기도 수원시 영통구 이의동 산13-88,131972,,,화장실2,박물관1,주차장,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.28826802,127.0452351,41117-00021,혜령,근린공원,경기도 수원시 영통구 에듀타운로 91,경기도 수원시 영통구 이의동 1354,203137.8,게이트볼장1+다목적구장(농구+풋살)1+배드민턴장1,케스케이드1(물순환시스템),화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.28420801,126.9867613,41115-00004,서호꽃뫼공원,근린공원,경기도 수원시 팔달구 수성로 120,경기도 수원시 팔달구 화서동 410-6,56450.2,농구장2+배드민턴장1,포시즌가든+텃밭,화장실1,,,,경기도 수원시 팔달구 녹지공원과,031-5191-7043,2026-01-15,3740000,경기도 수원시
37.28156226,127.0169524,41115-00005,종루공원,역사공원,경기도 수원시 팔달구 정조로 824,경기도 수원시 팔달구 팔달로1가 6-1,1013.6,,,,,,,경기도 수원시 화성사업소 문화유산시설과,031-5191-4473,2026-01-15,3740000,경기도 수원시
37.28253808,127.0149731,41115-00006,3호역사공원,역사공원,경기도 수원시 팔달구 신풍로 14,경기도 수원시 팔달구 신풍동 221-8,3536,,,,,,,경기도 수원시 화성사업소 문화유산시설과,031-5191-4473,2026-01-15,3740000,경기도 수원시
37.26713341,127.0454804,41117-00001,매탄,근린공원,경기도 수원시 영통구 매탄로 185,경기도 수원시 영통구 매탄동 811,59956,배드민턴장1+축구장1+테니스장1+농구장1+족구장1+탁구장1+ 게이트볼장1,,노인정1+화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.26961594,127.0550597,41117-00002,매봉,근린공원,경기도 수원시 영통구 동탄원천로 1109번길 61,경기도 수원시 영통구 매탄동 1210,23673.4,게이트볼장1+농구장1,,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,2026-01-15,3740000,경기도 수원시
37.25494733,127.0333658,41113-00063,효정,어린이공원,,경기도 수원시 권선구 권선동 1232,2529.8,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.24991194,127.0320242,41113-00064,꽃잎,어린이공원,,경기도 수원시 권선구 권선동 1273,1624.7,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.2934661,126.9869171,41111-00038,솔뫼,어린이공원,경기도 수원시 장안구 천천로 21번길 11,경기도 수원시 장안구 정자동 923,6028.5,다목적구장(농구)2,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29914994,126.9946448,41111-00039,연꽃,어린이공원,,경기도 수원시 장안구 정자동 873-2,2267,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29674446,126.9889194,41111-00040,대평,어린이공원,경기도 수원시 장안구 만석로 68번길 10,경기도 수원시 장안구 정자동 870-1,3000.1,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29513422,126.9911147,41111-00041,백설,어린이공원,경기도 수원시 장안구 정자천로 133번길 26,경기도 수원시 장안구 정자동 879-1,2999.9,다목적구장(농구)2,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29287891,126.9920965,41111-00042,꽃뫼,어린이공원,,경기도 수원시 장안구 정자동 883-3,3100.1,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29497112,126.9955839,41111-00043,명인,어린이공원,경기도 수원시 장안구 정자천로 188번길 28,경기도 수원시 장안구 정자동 884-4,2000.1,다목적구장(배드민턴+족구)1,,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29150236,126.9974648,41111-00044,두견,어린이공원,,경기도 수원시 장안구 정자동 887-2,2000,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29483221,126.9901113,41111-00045,동신,어린이공원,,경기도 수원시 장안구 정자동 880-1,1600.2,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29306205,127.0148778,41111-00046,거북,어린이공원,,경기도 수원시 장안구 영화동 229-1,2113,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29115659,126.9805545,41111-00047,화산,어린이공원,경기도 수원시 장안구 화산로 85,경기도 수원시 장안구 천천동 333,2000,조합놀이대1+ 음수대1+휴게쉼터,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29115659,126.9805545,41111-00048,정천,어린이공원,경기도 수원시 장안구 화산로 85,경기도 수원시 장안구 천천동 333,4100,조합놀이대1+ 음수대1+휴게쉼터,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29924994,126.9643046,41111-00049,율전,어린이공원,,경기도 수원시 장안구 율전동 601,5212.6,다목적구장(배드민턴)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.31218176,126.9830698,41111-00050,해드림,어린이공원,,경기도 수원시 장안구 이목동 332-1,1757,,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.31414983,126.9846442,41111-00051,해늘찬,어린이공원,,경기도 수원시 장안구 이목동 519-5,2277,,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30949297,126.9823575,41111-00052,노루말,어린이공원,,경기도 수원시 장안구 정자동 945-2,1500,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30544929,126.983509,41111-00053,오리뜰,어린이공원,,경기도 수원시 장안구 정자동 945-10,1500.1,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.2598756,127.0080277,41113-00048,기차놀이,어린이공원,,경기도 수원시 권선구 세류동 1280-1,2208.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25903418,127.0212921,41113-00049,장대산,어린이공원,경기도 수원시 권선구 장다리로 97,경기도 수원시 권선구 권선동 985,1499,,조합놀이대1,노인정1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.30558378,126.9990299,41111-00014,소정,어린이공원,경기도 수원시 장안구 파장로 22번길 30,경기도 수원시 장안구 파장동 603-7,4840.1,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30222909,127.0033486,41111-00015,송죽,어린이공원,경기도 수원시 장안구 정조로 1088번길 6-6,경기도 수원시 장안구 송죽동 457,3592.4,,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.3030995,127.0156152,41111-00016,석산,어린이공원,경기도 수원시 장안구 금당로38번길 7,경기도 수원시 장안구 조원동 731,1556,,조합놀이대2,화장실1,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30016231,127.0141348,41111-00017,다람쥐,어린이공원,경기도 수원시 장안구 조원로111번길 33-23,경기도 수원시 장안구 조원동 758-4,1647.6,,조합놀이대1,화장실1,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29686206,127.0163697,41111-00018,역마,어린이공원,경기도 수원시 장안구 경수대로 838,경기도 수원시 장안구 조원동 556,1503.2,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.2961515,127.0301403,41111-00019,연무,어린이공원,경기도 수원시 장안구 창훈로39번길 4,경기도 수원시 장안구 연무동 214-6,1621,,조합놀이대1,노인정1,,음수대1,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29437818,127.0274999,41111-00020,창훈,어린이공원,경기도 수원시 장안구 월드컵로 418번길 31,경기도 수원시 장안구 연무동 237-15,1630.4,,조합놀이대1,노인정1,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29318313,127.0239151,41111-00021,쪽박산,어린이공원,경기도 수원시 장안구 경수대로 754번길 59,경기도 수원시 장안구 연무동 252-14,1500,,조합놀이대1,노인정1,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.30864072,127.001409,41111-00022,일림,어린이공원,경기도 수원시 장안구 수일로 104번길 20,경기도 수원시 장안구 파장동 629,1632,,조합놀이대1,노인정1,,음수대1,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
37.29552819,127.0025669,41111-00023,정자,어린이공원,경기도 수원시 장안구 송정로60번길 10-23,경기도 수원시 장안구 정자동 35-22,3238,다목적구장(농구)1,조합놀이대1,노인정1,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
36.15228132,128.3304887,47190-00086,싸리공원,어린이공원,,경상북도 구미시 고아읍 원호리 451,1585,공중걷기,조합놀이대,등의자,,CCTV,1993-07-02,경상북도 구미시청,054-480-5572,2026-04-02,5080000,경상북도 구미시
37.28716691,127.0278678,41115-00007,아낌없이주는나무,어린이공원,경기도 수원시 팔달구 세지로 399번길 46,,3146.7,다목적구장노인정1 +다목적구장(풋살+게이트볼)2,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-5191-7043,2026-01-15,3740000,경기도 수원시
37.28706853,127.0320989,41115-00008,당산,어린이공원,경기도 수원시 팔달구 세지로 436,경기도 수원시 팔달구 우만동 500,5379.9,다목적구장,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-5191-7043,2026-01-15,3740000,경기도 수원시
37.27714009,126.9718878,41113-00081,사랑,어린이공원,경기도 수원시 권선구 구운로 45번길 34-7,경기도 수원시 권선구 구운동 966,2375,다목적구장(배드민턴)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.27362319,126.9753258,41113-00082,탑마루,어린이공원,,경기도 수원시 권선구 탑동 764,1591.3,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.27024924,126.9732388,41113-00083,푸른지대,어린이공원,,경기도 수원시 권선구 탑동 829,1601,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.27090592,126.9780323,41113-00084,잎새,어린이공원,,경기도 수원시 권선구 탑동 855-9,1533.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.26817391,126.9764008,41113-00085,탑골,어린이공원,,경기도 수원시 권선구 탑동 866,1559.2,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25264478,127.0399881,41113-00086,명당,어린이공원,,경기도 수원시 권선구 권선동 1300,4534,,바닥분수1+계류1,,,온천공1+음수대1,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25190143,127.0363942,41113-00087,온수골,어린이공원,,경기도 수원시 권선구 권선동 1288,1396.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25002682,127.0378542,41113-00088,상록,어린이공원,,경기도 수원시 권선구 권선동 1307,3455.2,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.24863213,127.0368538,41113-00089,산들,어린이공원,,경기도 수원시 권선구 권선동 1319,5289.1,다목적구장(농구)1,조합놀이대1,화장실1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.24810467,127.033795,41113-00090,별빛,어린이공원,경기도 수원시 권선구 덕영대로 1323번길 25-30,경기도 수원시 권선구 권선동 1312,2000.2,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.24694221,126.9788974,41113-00091,고색,어린이공원,,경기도 수원시 권선구 고색동 916,1433.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25407994,127.0134765,41113-00092,한주,어린이공원,,경기도 수원시 권선구 세류동 1020-12,3146,조합놀이대1+ 음수대1+휴게쉼터,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.27833743,126.9518662,41113-00093,풀잎,어린이공원,,경기도 수원시 권선구 금곡동 66-1,1837,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.2591911,127.0188716,41113-00094,장교둑,어린이공원,경기도 수원시 권선구 세지로 82번길 15-5,경기도 수원시 권선구 권선동 980-1,2068,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.26367431,126.9908188,41113-00095,벌터,어린이공원,,경기도 수원시 권선구 서둔동 27-114,1132,,,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.25248056,127.0090813,41113-00096,고래의모험,어린이공원,경기도 수원시 권선구 덕영대로 1070번길 56,경기도 수원시 권선구 세류동 1066-9,1553,,물놀이시설1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,2026-01-15,3740000,경기도 수원시
37.31075034,126.9869221,41111-00057,40호소공원,소공원,,경기도 수원시 장안구 정자동 569-11,2531,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,2026-01-15,3740000,경기도 수원시
