source_name,source_url,reference_date,item_type,name_ko,category,region,address,latitude,longitude,summary,story_use,mission_use,age_tags,keywords,lbrryNm,ctprvnNm,signguNm,lbrrySe,closeDay,weekdayOperOpenHhmm,weekdayOperColseHhmm,satOperOperOpenHhmm,satOperCloseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,seatCo,bookCo,pblictnCo,noneBookCo,lonCo,lonDaycnt,rdnmadr,operInstitutionNm,phoneNumber,plotAr,buldAr,homepageUrl,referenceDate,insttCode,insttNm
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,푸른길작은도서관,작은도서관,남구,광주광역시 남구 대남대로223번길 5,35.1334029384,126.9000139125,푸른길작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;4679,푸른길작은도서관,광주광역시,남구,작은도서관,토+일+공휴일,09:00,17:00,00:00,00:00,00:00,00:00,13,4679,3,0,3,15,광주광역시 남구 대남대로223번길 5,광주광역시 남구청,070-7715-1010,,33,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,월산5동작은도서관,작은도서관,남구,광주광역시 남구 군분로82번길 14,35.14090962,126.8929894,월산5동작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;5210,월산5동작은도서관,광주광역시,남구,작은도서관,토+일+공휴일,09:00,17:00,00:00,00:00,00:00,00:00,10,5210,2,0,3,15,광주광역시 남구 군분로82번길 14,광주광역시 남구청,062-607-4723,,34,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,노대장수작은도서관,작은도서관,남구,광주광역시 남구 덕남길 7,35.09941963,126.8959145,노대장수작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;5839,노대장수작은도서관,광주광역시,남구,작은도서관,토+일+공휴일,08:30,17:30,00:00,00:00,00:00,00:00,68,5839,0,0,3,14,광주광역시 남구 덕남길 7,광주광역시사회서비스원빛고을건강타운,062-603-8940,,214.5,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,문화예술작은도서관,작은도서관,남구,광주광역시 남구 천변좌로338번길 7,35.14790588,126.9078967,문화예술작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;6100,문화예술작은도서관,광주광역시,남구,작은도서관,월+일+공휴일,10:00,18:00,10:00,17:00,00:00,00:00,38,6100,0,0,3,14,광주광역시 남구 천변좌로338번길 7,(재)광주광역시문화재단,062-670-7968,,248,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,방림2동작은도서관,작은도서관,남구,광주광역시 남구 큰방림길 36,35.13193396,126.9227823,방림2동작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;9773,방림2동작은도서관,광주광역시,남구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,18,9773,0,0,3,14,광주광역시 남구 큰방림길 36,대한예수교장로회 방림교회,070-4179-0775,,179,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,방젯골어린이작은도서관,작은도서관,남구,광주광역시 남구 용대로183번길 13,35.13247221,126.9167246,방젯골어린이작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;4166,방젯골어린이작은도서관,광주광역시,남구,작은도서관,첫째주 화+셋째주 화+일+공휴일,09:00,18:00,09:00,13:30,00:00,00:00,25,4166,0,0,3,14,광주광역시 남구 용대로183번길 13,샘신용협동조합,062-671-8400,,55,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,엘림작은도서관,작은도서관,부평구,인천광역시 부평구 항동로46번길 54(일신동),37.48154749,126.7411791,엘림작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;7417,엘림작은도서관,인천광역시,부평구,작은도서관,일+월+수+목+금+법정공휴일,13:00,17:00,13:00,14:00,00:00,00:00,40,7417,1,65,5,14,인천광역시 부평구 항동로46번길 54(일신동),대한예수교장로회 엘림교회,032-513-9191,,46.4,http://cafe.daum.net/elimlibrary,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,늘푸른도서관,작은도서관,부평구,인천광역시 부평구 경원대로1418번길 13(부평동),37.490433,126.726575,늘푸른도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;2508,늘푸른도서관,인천광역시,부평구,작은도서관,일+월+법정공휴일,13:00,18:00,13:00,18:00,00:00,00:00,30,2508,5,0,5,14,인천광역시 부평구 경원대로1418번길 13(부평동),부평중부종합사회복지관,032-528-4020,,68.8,http://bjsocial.co.kr,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,해오름작은도서관,작은도서관,부평구,인천광역시 부평구 세월천로 21(청천동),37.512637,126.707052,해오름작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;5481,해오름작은도서관,인천광역시,부평구,작은도서관,일+월+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,12,5481,7,15,5,14,인천광역시 부평구 세월천로 21(청천동),서현교회,032-207-5395,,38.01,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,마을도서관,작은도서관,부평구,인천광역시 부평구 영성동로18번길 19(삼산동),37.51992711,126.748044,마을도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;3000,마을도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,3000,1,0,5,14,인천광역시 부평구 영성동로18번길 19(삼산동),부평구 삼산휴먼시아1단지,032-515-0063,,117.9,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,하하작은도서관,작은도서관,부평구,인천광역시 부평구 동수북로50번길 13-1(부평동),37.486154,126.7129067,하하작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;4237,하하작은도서관,인천광역시,부평구,작은도서관,월+일+법정공휴일,10:00,18:00,10:00,17:00,00:00,00:00,30,4237,5,40,5,14,인천광역시 부평구 동수북로50번길 13-1(부평동),부평시민교회,032-528-6581,,34.5,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,선일비전영어작은도서관,작은도서관,부평구,인천광역시 부평구 세월천로25번길 44(청천동),37.510818,126.706111,선일비전영어작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;3600,선일비전영어작은도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,13:00,18:00,00:00,00:00,00:00,00:00,16,3600,1,0,0,0,인천광역시 부평구 세월천로25번길 44(청천동),선일교회,032-513-6546,,44.55,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-11-20,place,고림다온작은도서관,작은도서관,용인시,경기도 용인시 처인구 진덕로 7,37.2363945,127.2175356754,고림다온작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;1947,고림다온작은도서관,경기도,용인시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,27,1947,0,0,7,14,경기도 용인시 처인구 진덕로 7,경기도 용인시 처인구 고림동사무소,031-323-4009,,111.86,,2024-11-20,4050000,경기도 용인시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,갈산밀알도서관,작은도서관,부평구,인천광역시 부평구 주부토로 173(갈산동),37.51074117,126.7257141,갈산밀알도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;9459,갈산밀알도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,10:00,16:00,00:00,00:00,00:00,00:00,30,9459,0,0,5,14,인천광역시 부평구 주부토로 173(갈산동),인천광역시 부평구 갈산2동행정복지센터,032-509-8434,,75.03,http://www.bppl.or.kr,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,글마루도서관,작은도서관,부평구,인천광역시 부평구 부평문화로37번길 1(부평동),37.494259,126.7200663,글마루도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;13041,글마루도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,60,13041,5,23,5,14,인천광역시 부평구 부평문화로37번길 1(부평동),인천광역시 부평구 부평1동행정복지센터,032-509-8628,,198,http://www.bppl.or.kr,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,동수작은도서관,작은도서관,부평구,인천광역시 부평구 동수북로166번길 20(부평동),37.4880013,126.724491,동수작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;10340,동수작은도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,33,10340,0,92,5,14,인천광역시 부평구 동수북로166번길 20(부평동),인천광역시 부평구 부평6동행정복지센터,032-509-8355,,109.62,http://www.bppl.or.kr,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,민들레작은도서관,작은도서관,부평구,인천광역시 부평구 길주남로 143(부개동),37.50525856,126.738012,민들레작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;11041,민들레작은도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,30,11041,0,0,5,14,인천광역시 부평구 길주남로 143(부개동),부평구 부개주공1단지,070-4129-1739,,172.07,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,청개구리어린이도서관,작은도서관,부평구,인천광역시 부평구 화랑북로 15-3(산곡동),37.49579548,126.7048289,청개구리어린이도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;8979,청개구리어린이도서관,인천광역시,부평구,작은도서관,토+일+월+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,50,8979,7,0,5,14,인천광역시 부평구 화랑북로 15-3(산곡동),청개구리어린이도서관,032-521-2040,,100,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,신나는여성주의도서관 랄라,작은도서관,부평구,인천광역시 부평구 후정동로 60(삼산동),37.522677,126.7385122,신나는여성주의도서관 랄라은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;8273,신나는여성주의도서관 랄라,인천광역시,부평구,작은도서관,토+일+월+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,80,8273,5,0,5,14,인천광역시 부평구 후정동로 60(삼산동),인천여성회 부평지부,032-521-3763,,137.28,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,춤추는달팽이도서관,작은도서관,부평구,인천광역시 부평구 경인로 749(십정동),37.47695911,126.708486,춤추는달팽이도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;7681,춤추는달팽이도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,50,7681,3,200,5,14,인천광역시 부평구 경인로 749(십정동),춤추는달팽이도서관,032-526-5204,,117,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,동그라미도서관,작은도서관,부평구,인천광역시 부평구 이규보로 79(십정동),37.47967346,126.7029085,동그라미도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;2000,동그라미도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,15:00,18:00,00:00,00:00,00:00,00:00,40,2000,0,0,5,14,인천광역시 부평구 이규보로 79(십정동),십정동 주공뜨란채아파트,032-330-0532,,45,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,옹달샘도서관,작은도서관,부평구,인천광역시 부평구 일신로 120(구산동),37.47772017,126.7496127,옹달샘도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;10025,옹달샘도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,14:00,18:00,00:00,00:00,00:00,00:00,45,10025,5,70,5,14,인천광역시 부평구 일신로 120(구산동),구산동 부평자이아파트,032-277-2262,,63,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,꿈땅도서관,작은도서관,부평구,인천광역시 부평구 경인로 996(부평동),37.48684648,126.7303786,꿈땅도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;12482,꿈땅도서관,인천광역시,부평구,작은도서관,일+월+법정공휴일,09:30,17:30,09:30,15:00,00:00,00:00,70,12482,7,445,5,14,인천광역시 부평구 경인로 996(부평동),동수감리교회,070-7878-6026,,152,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,청소년인문학도서관 두잉,작은도서관,부평구,인천광역시 부평구 마장로 35(십정동),37.48207762,126.7088104,청소년인문학도서관 두잉은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;5420,청소년인문학도서관 두잉,인천광역시,부평구,작은도서관,월+일+법정공휴일,13:00,21:00,10:00,18:00,00:00,00:00,50,5420,8,164,5,14,인천광역시 부평구 마장로 35(십정동),사단법인 청소년인권복지센터 내일,070-4202-3669,,122.66,,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-15,place,신성마을작은도서관,작은도서관,유성구,대전광역시 유성구 신성남로 27(신성동),36.38644988,127.3480577,신성마을작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;20850,신성마을작은도서관,대전광역시,유성구,작은도서관,월+공휴일,10:00,17:00,10:00,17:00,00:00,00:00,40,20850,0,0,2,7,대전광역시 유성구 신성남로 27(신성동),신성마을 작은도서관 운영위원회,070-4200-6786,18362,181,http://small.u-library.kr,2025-07-15,3670000,대전광역시 유성구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-15,place,희망마을작은도서관,작은도서관,유성구,대전광역시 유성구 유성대로 680번길 126(구암동),36.35238021,127.3373491,희망마을작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;15500,희망마을작은도서관,대전광역시,유성구,작은도서관,월+공휴일,10:00,17:00,10:00,17:00,00:00,00:00,50,15500,0,0,5,7,대전광역시 유성구 유성대로 680번길 126(구암동),희망마을 작은도서관 운영위원회,070-8861-7279,400,334,http://small.u-library.kr,2025-07-15,3670000,대전광역시 유성구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-15,place,자운마을작은도서관,작은도서관,유성구,대전광역시 유성구 자운로 97번길 470(신봉동),36.41441732,127.3384512,자운마을작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;14928,자운마을작은도서관,대전광역시,유성구,작은도서관,월+공휴일,10:00,17:00,10:00,17:00,00:00,00:00,25,14928,0,0,3,7,대전광역시 유성구 자운로 97번길 470(신봉동),자운마을 작은도서관 운영위원회,070-7799-5678,,99,http://small.u-library.kr,2025-07-15,3670000,대전광역시 유성구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-15,place,온천마을작은도서관,작은도서관,유성구,대전광역시 유성구 문화원로 46(장대동),36.35985367,127.3408353,온천마을작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;20358,온천마을작은도서관,대전광역시,유성구,작은도서관,월+공휴일,10:00,17:00,10:00,17:00,00:00,00:00,40,20358,0,0,2,7,대전광역시 유성구 문화원로 46(장대동),온천마을 작은도서관 운영위원회,042-823-3918,,196,http://small.u-library.kr,2025-07-15,3670000,대전광역시 유성구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-12-26,place,역삼2동작은도서관,작은도서관,강남구,서울특별시 강남구 언주로 314(강남프라자 2층)역삼동 761-18,37.49589179,127.0464763,역삼2동작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;14214,역삼2동작은도서관,서울특별시,강남구,작은도서관,일요일+법정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,18,14214,0,0,5,14,서울특별시 강남구 언주로 314(강남프라자 2층)역삼동 761-18,,02-567-0930,,,https://library.gangnam.go.kr/ys2lib/index.do,2025-12-26,3220000,서울특별시 강남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,꿈나무작은도서관,작은도서관,부평구,인천광역시 부평구 부흥로173번길 68(산곡동),37.50174046,126.711437,꿈나무작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;11034,꿈나무작은도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,42,11034,0,0,5,14,인천광역시 부평구 부흥로173번길 68(산곡동),인천광역시 부평구 산곡4동행정복지센터,032-509-8393,,164.52,http://www.bppl.or.kr,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,샘터도서관,작은도서관,부평구,인천광역시 부평구 동암산로33번길 6-7(십정동),37.473805,126.707884,샘터도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;7687,샘터도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,9,7687,0,0,5,14,인천광역시 부평구 동암산로33번길 6-7(십정동),인천광역시 부평구 십정2동행정복지센터,032-509-8620,,164.46,http://www.bppl.or.kr,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-10-31,place,희망천작은도서관,작은도서관,부평구,인천광역시 부평구 경인로834번길 8(부평동),37.482228,126.7145029,희망천작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;13667,희망천작은도서관,인천광역시,부평구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,26,13667,0,0,5,14,인천광역시 부평구 경인로834번길 8(부평동),인천광역시 부평구 부평2동행정복지센터,032-509-8623,,133.92,http://www.bppl.or.kr,2025-10-31,3540000,인천광역시 부평구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-06-30,place,가능동 작은도서관,작은도서관,의정부시,경기도 의정부시 신촌로 35 (가능동),37.7505976,127.0386467,가능동 작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;9858,가능동 작은도서관,경기도,의정부시,작은도서관,매주토요일+매주일요일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,36,9858,0,0,10,21,경기도 의정부시 신촌로 35 (가능동),경기도 의정부시청 도서관과,031-870-7068,1670,132.14,http://www.uilib.go.kr,2025-06-30,3820000,경기도 의정부시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-06-30,place,녹양동 작은도서관,작은도서관,의정부시,경기도 의정부시 진등로 21 (녹양동),37.7601165,127.032306,녹양동 작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;7047,녹양동 작은도서관,경기도,의정부시,작은도서관,매주토요일+매주일요일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,36,7047,0,0,10,21,경기도 의정부시 진등로 21 (녹양동),경기도 의정부시청 도서관과,031-870-7110,771,88,http://www.uilib.go.kr,2025-06-30,3820000,경기도 의정부시
