latitude,longitude,relicsNm,appnNo,relicsKnd,relicsSe,rdnmadr,lnmadr,appnDate,posesnSe,ownerNm,scale,makePd,picInfo,relicsIntrcn,phoneNumber,institutionNm,referenceDate,insttCode,insttNm
37.45474682,127.7566489,의병장 안승우묘,양평군 향토유적 제19호,기념물,옛무덤,,경기도 양평군 양동면 석곡리 산11,1986-05-30,사유,안*용,3,조선,,"묘의 전면에 상석과 향로석, 망주석이 갖추어져 있고, 1970년에 건립된 묘비가 우측에 자리하고 있다. 安承禹(1864~1896)는 조선말의 의병장으로 자는 啓賢, 호는 下沙, 본관은 순흥이다. 양동면 석곡리에서 출생하였다. 명성황후 시해사건 이후 이춘영과 함께 의병을 일으켜 軍務都有司로 활약하였다.",031-770-3101,안*용,2023-05-24,4170000,경기도 양평군
37.43915919,127.5974447,수곡서원,양평군 향토유적 제20호,유형문화유적,건조물,경기도 양평군 지평면 수곡안말길 41-1,경기도 양평군 지평면 수곡리 산101-1번지,1986-05-30,사유,안동권씨 종중,3,조선,,"이 서원은 조선 전기의 문신으로 연산군 4년(1498) 무오사화 때 피화한 權景祐·權景裕 형제를 제향한 서원이다. 서원은 전학후묘형으로 강당이 앞에 있고 뒤쪽에 사우를 두었다. ‘수곡서원’이라는 제액이 달린 사우는 정면 3칸, 측면 1칸 규모로 겹처마에 맞배지붕을 가진 초익공의 집으로 한식 골기와를 얹었으며, 좌우측면에 병풍판을 달았다. 강당은 정면 3칸, 측면 칸의 규모로 중간에 마루를 깔고 좌우측에는 온돌방을 배치하였다.",031-770-3310,안동권씨 종중,2023-05-24,4170000,경기도 양평군
37.50204481,127.6328227,송현리 효자정문,양평군 향토유적 제21호,기념물,건조물,경기도 양평군 지평면 송현효자길1번길 4,경기도 양평군 지평면 송현리 813-1번지,1986-05-30,사유,최*석,1,조선,,"고종 19년(1882)에 이곳 출신의 효자 崔匡岳과 崔秉培 父子의 효행을 기리기 위해 건립된 것으로, 팔작지붕에 三門형태의 목조건물이다. 중앙 상단에 孝子贈朝奉大夫崔匡岳之門 高宗十九年壬午九月日 命禎 현판과 우측에 孝子贈朝奉大夫童蒙敎官崔秉培之門 高宗十九年壬午九月 日 命禎 현판이 걸려있다. 좌측실은 마루를 깐 낮은 누각으로 꾸며져 있는데 전체적인 건물규모는 정면 7.19m 측면 2.43m이다.",031-770-3310,최*석,2023-05-24,4170000,경기도 양평군
37.48138741,127.6432952,어사대부 이적묘,양평군 향토유적 제22호,기념물,옛무덤,,경기도 양평군 지평면 지평리 산11,1986-05-30,사유,이*현,5,고려,,"묘역은 약 50여평 규모로, 묘의 봉분 우측에는 묘비, 중앙에는 상석, 향로석, 그 좌우에는 문인석이 배치되어 있다. 묘비는 古碑로서 비두는 투구형이며 대석을 갖추었으나 마모가 심하여 비문의 판독은 불가능하다. 묘비의 재료는 화강석이며 규모는 높이 123㎝, 폭 36㎝, 두께 16㎝ 이다. 李勣(1162~1225)장군은 고려 고종 때의 무신으로 본관은 砥平이며 대장군 俊善의 아들이다.",031-770-3310,이*현,2023-05-24,4170000,경기도 양평군
37.83278973,127.1741694,정만석 선생 묘,향토유적 14,유형문화유적,무덤 및 비석,경기도 포천시 가산면 시우동2길 55-19,,1986-04-09,사유,정대호,,조선시대,,조선후시 문신 정만석의 묘,031-538-2106,정대호,2024-11-14,5600000,경기도 포천시
37.7841282,127.1497898,심통원 선생 묘 및 신도비,향토유적 16,유형문화유적,무덤 및 비석,,"경기도 포천시 소흘읍 이곡리 산21, (묘, 470-1 신도비)",1986-04-09,사유,이윤래,,조선시대,,조선전기 문신 심통원의 묘,031-538-2106,이윤래,2024-11-14,5600000,경기도 포천시
37.53380852,127.6089595,이유록선생 신도비,양평군 향토유적 제1호,기념물,옛무덤,경기도 양평군 용문면 조좌랑길 52-30,경기도 양평군 용문면 조현리 산48-13,1986-05-30,사유,이*군,1,조선,,"신도비는 원래 양근리 192번지에서 현 위치인 용문면 조현리 산48-13으로 옮겨왔는데, 현재 묘소의 입구에 南向하여 있다.장방형의 백색화강암 비좌와 비신 및 쌍용의 이수를 갖추고 있는데, 비좌는 상부를 부드럽게 몰딩처리 하였다. 비신의 前 後面 상단에 횡으로 ‘贈領議政李公神道碑銘’이라 했고, 碑題는 ‘有明朝鮮國贈領議政神道碑銘幷序’라 음각되어 있다.",031-770-3310,이*군,2023-05-24,4170000,경기도 양평군
37.47723542,127.528707,조공근 묘 및 신도비,양평군 향토유적 제2호,기념물,옛무덤,경기도 양평군 양평읍 미리내길 172-26,경기도 양평군 양평읍 도곡리 산30-8,1986-05-30,사유,한양조씨 종중,9,조선,,"묘는 정부인 풍천임씨와 합장묘로, 서남향을 정면으로 하고 있다. 봉분주위에는 호석이 돌려져 있으며, 묘 앞 좌우에는 2기의 묘비와 함께 망주석과 문인석이 배치되어 있다. 묘비는 좌측의 것이 원래의 것이며 우측의 것은 1963년에 개수한 것이다. 신도비는 숙종 16년(1690)에 건립되었으며 전면상단에 梳翁先生神道碑銘이 橫書로 篆刻되어 있고, 題額은 有明朝鮮國嘉義大夫同知中樞府事兼五衛都摠府都摠管梳翁趙公神道碑銘 書라 음각되어 있다.",031-770-3001,한양조씨 종중,2023-05-24,4170000,경기도 양평군
37.4610329,127.5105519,회현리 충신열녀문,양평군 향토유적 제3호,유형문화유적,건조물,경기도 양평군 양평읍 충신로 166,경기도 양평군 양평읍 회현리 274-3,1986-05-30,사유,문화류씨 종중,2,조선,,"조선 선조 때 함흥판관으로 재임한 柳希津의 충절을 기려 인조 5년(1627) 충신정각을 세우고 현판을 내려 표창하였으며, 정조 13년(1789) 문화유씨 24대손인 柳聖中의 부인 김씨의 정절이 높아 열녀정려를 내려 표창하였다. 현재 건물은 출입문을 겸한 철제의 홍살문과 旌門이 마련되어 있는데 모두 근래에 새로 보수한 것이다.",031-770-3001,문화류씨 종중,2023-05-24,4170000,경기도 양평군
37.47245247,127.3903273,김여지 선생 묘,양평군 향토유적 제4호,기념물,옛무덤,경기도 양평군 강하면 왕충능곡길 6-99,경기도 양평군 강하면 왕창리 산26,1986-05-30,사유,연안김씨 종중,9,조선,,"김여지 묘는 김자지 묘와 함께 문중묘역의 앞단에 위치한다. 분묘는 부인 西溪 李氏, 草溪 鄭氏와 함께 매장한 합장묘로, 우측에는 새로 건립한 비와 중앙에는 상석, 향로석, 문인석, 동자문인석 등의 석물이 갖추어져 있다. 舊碑의 앞면에는 ‘議政府左參贊諡文翼公金汝知之墓’라 음각되어 있고, 뒷면에 洪熙乙巳라는 기명으로 보아 세종 7년(1425)에 건립되었음을 알 수 있다.",031-770-3370,연안김씨 종중,2023-05-24,4170000,경기도 양평군
37.54405066,127.461301,이호민선생 묘 및 신도비,양평군 향토유적 제6호,기념물,옛무덤,경기도 양평군 옥천면 말골길 32-15,경기도 양평군 옥천면 신복리 산247-1번지,1986-05-30,사유,연안이씨 종중,7,조선,,"묘는 정경부인 양천하씨, 파평윤씨와 합장묘로서, 서쪽으로 조금 치우친 남쪽을 정면으로 하고 있다. 묘 앞에는 묘비, 상석, 향로석, 망주석, 동자상, 문인석 등이 배치되어 있다. 묘비는 인조 12년(1634)에 건립된 것으로 비명은 金柱宇가 글씨를 썼다. 신도비는 인조 13년(1635)에 건립된 것으로 비문은 李明漢이 글을 짓고, 金柱宇가 글씨를 썼다. 비의 규모는 총 높이 204㎝, 폭 66㎝, 두께 17㎝ 이다.",031-770-3130,연안이씨 종중,2023-05-24,4170000,경기도 양평군
37.53744394,127.6743773,보산정,양평군 향토유적 제11호,유형문화유적,건조물,경기도 양평군 단월면 보룡길 44,경기도 양평군 단월면 보룡리 33-2번지,1986-05-30,사유,무안박씨종중,2,조선,,"고려 말 공민왕 때 무안 박씨의 선조인 諫議大夫 松林公이 당시 정계와 왕궁의 혼란을 피해 이곳에 낙향하여 시화장으로 건립한 것이 그 기원이라 한다. 고려 우왕 1년(1375)에 창건하고, 그 뒤 송림공의 6대손 이조참판 항양공 박원겸의 수학당으로 이용한 곳이다. 오랜 세월이 흐르는 동안 여려 차레 중건을 거듭하였으며, 현 건물은 1974년 무안 박씨 중종에서 시멘트조로 복원한 것이다.",031-770-3191,무안박씨종중,2023-05-24,4170000,경기도 양평군
37.47006075,126.9745131,효민공 이경직 묘역,서울특별시 유형문화재 제105호,유형문화유적,건조물,,서울특별시 관악구 남현동 산 57-48,1997-12-31,사유,전주이씨 우곡 공파,면적 8930.4㎡,조선,,조선 중기의 문신 이경직(1577∼1640)의 신도비로 1668년(현종 9년)에 세워졌다.,02-879-5607,서울특별시 관악구청,2025-11-17,3200000,서울특별시 관악구
37.46279156,126.9662834,봉천동 마애미륵불 좌상,서울특별시 유형문화재 제49호,유형문화유적,조각,,서울특별시 관악구 봉천동 산 4-9,1982-11-13,국유,서울특별시 관악구청,면적 9920.3㎡,조선,,관악산 북쪽 중턱에 서향으로 우뚝 솟은 절벽바위면에 얕은 새김으로 조각된 조선시대의 미륵불 좌상. 17세기 불상으로서는 뛰어난 솜씨로 조선조 조각사편년 설정에서 절대적인 자료가 되고 있다.,02-879-5607,서울특별시 관악구청,2025-11-17,3200000,서울특별시 관악구
37.47491824,126.9608686,강감찬 생가 터,기념물 제3호,기념물,집터,,서울특별시 관악구 봉천동 218-9,1974-08-21,국유,서울특별시 관악구청,면적 796㎡,고려,,고려의 명장 인헌공 강감찬 장군(948∼1031)이 태어난 집터로 그가 태어난 날 밤에 하늘에서 큰 별이 떨어졌다고 해서 그 생가의 터를 낙성대라 이름지어 전해오고 있다.,02-879-5607,서울특별시 관악구청,2025-11-17,3200000,서울특별시 관악구
37.53566591,127.1714349,밀성군 묘역 및 신도비,향토유적 제2호,유형문화유적,묘,경기도 하남시 초이로 56,경기도 하남시 초이동 319-10,1993-02-23,사유,전주이씨밀성군파종회(회장 : 이범수),,조선,,밀성군은 조선조 세종의 열두번째 아들로 이름은 침이다,031-790-6286,경기도 하남시청,2025-11-27,4040000,경기도 하남시
37.49563471,127.236926,사충서원 및 묘정비,향토유적 제3호,유형문화유적,서원 및 묘,경기도 하남시 하남대로232번길 89-8,경기도 하남시 상산곡동 100-2,2001-04-09,사유,(사)사충서원,,조선,,"신임사화 때 희생된 김창집, 이이명, 이건명, 조태채 4대신을 제향하기위해 세워진 서원이다.",031-790-6286,경기도 하남시청,2025-11-27,4040000,경기도 하남시
37.57237129,127.1887289,구산성지,향토유적 제4호,유형문화유적,사지,경기도 하남시 미사강변북로 99,경기도 하남시 망월동 387-10,2001-04-09,사유,재단법인 천주교 수원교구유지재단,,조선,,거북이 모양을 하고 있다하여 거북 구자와 뫼사나를 써서 구산이라고 불리는 곳이다.,031-790-6286,경기도 하남시청,2025-11-27,4040000,경기도 하남시
37.51940148,127.203163,교산동 건물지,향토유적 제5호,유형문화유적,건물지,,경기도 하남시 교산동 78-3,2003-04-29,사유,최수정 등,,통일신라~조선,,교산동 건물지는 백제의 하남 위례성과 관련된 건물지로 통일신라~조선시대까지 사용한 건물지이다.,031-790-6286,경기도 하남시청,2025-11-27,4040000,경기도 하남시
33.253267,126.417833,서귀포 천제연 관개수로,156,유형문화유적,국가등록문화유산,,제주특별자치도 서귀포시 중문동 2785-1번지,2005-04-15,국유,,,,,이 시설물은 농업용수가 부족하여 논농사에 부적합한 제주도의 자연환경을 극복하기 위해 천제연 폭포의 낙수가 흐르도록 천연암반 지형을 파서 만든 2km의 장거리 관개수로이다. 이 농업용수 시설로 천제연 일대 231000㎡의 불모지가 옥답(沃畓)으로 변모하였지만 시공 과정에서 제주도민의 크나큰 희생이 따랐던 제주도민의 생활상과 농업 환경을 전해주는 시설물이다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.236858,126.230956,서림연대,23,기념물,도 기념물,,제주특별자치도 서귀포시 대정읍 일과리 1275-1번지 선 공유수면,1996-07-18,국유,,,,,서림 연대는 해안가에 있으며 모슬진에 소속된 것으로 대정현 소속 별장 6명 봉군 12명이 배치되었다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.221531,126.246599,서산사 소장 목조보살좌상 및 복장일괄,20,유형문화유적,도 유형문화유산,,제주특별자치도 서귀포시 대정읍 동일리 3159번지 (서산사),2004-09-09,사유,,,,,서산사 소장 목조보살좌상은 중종 29년(1534) 봄에 조성된 보살상으로 당시 증명법사는 처인(處仁) 불상 조상승(造像僧)은 향엄(香嚴)이다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.272708,126.699559,선광사 소장 목판분류 등 불경전적 일괄,21,유형문화유적,도 유형문화유산,,제주특별자치도 서귀포시 남원읍 남원리 2439번지,2004-09-09,사유,,,,,선광사에 소장되어 있는 목판본류 불경전적은 59종 164책이다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.320483,126.593296,선덕사 대적광전,8,유형문화유적,도 문화유산자료,,제주특별자치도 서귀포시 상효동 1156-6번지(선덕사),2005-10-05,사유,,,,,선덕사 대적광전은 1987년에 시작하여 1993년에 완공되었다. 중층 목조건물로서 하층은 정면 5칸 측면 4칸 상층은 정면 3칸 측면 2칸으로서 면적 197.48㎡이다. 공포는 다포식多包式이며 하층은 외3출목出目 내6출목 상층은 외3출목 내7출목이다. 선덕사 대적광전은 이처럼 축조시기가 짧지만 제주도내 사찰 금당 중에서는 유일하게 중층 목조로 축조되어 있는 등 사찰 건축물의 연구 자료로서의 학술적 가치가 높아 향토문화 보존에 필요하다고 인정되어 문화재자료로 지정하였다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.347672,126.593296,선덕사 소장 갑인자판 복각묘법연화경,45370,유형문화유적,도 유형문화유산,,제주특별자치도 서귀포시 상효동 1156-6번지(선덕사),2003-07-02,사유,,,,,선덕사 소장 갑인자판 복각 묘법연화경은 전 7권 중에 권1～2의 1책만이 소장되어 있다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.347672,126.593296,선덕사 소장 대자암판 묘법연화경,45310,유형문화유적,도 유형문화유산,,제주특별자치도 서귀포시 상효동 1156-6번지(선덕사),2003-07-02,사유,,,,,이 책은 사육신의 한 분인 성삼문의 조부인 성달생과 성개가 친히 써서 세종 4(1422년)년에 대자암에서 간행한 판본이다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.347672,126.593296,선덕사 소장 화암사판 묘법연화경,45341,유형문화유적,도 유형문화유산,,제주특별자치도 서귀포시 상효동 1156-6번지(선덕사),2003-07-02,사유,,,,,이 책은 사육신의 한 분인 성삼문의 조부인 성달생(권 1·7)과 임효인(권2~4)· 조 절(권5~6)등이 1432~1435년까지 4년 동안 글씨를 썼으며 1435~1442년 까지 8년여 동안 화암사에서 판각하였다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.429361,126.307146,선운정사 석조여래좌상,10,유형문화유적,도 문화유산자료,,제주특별자치도 제주시 애월읍 봉성리 3608번지(선운정사),2011-09-26,사유,,,,,선운정사 석조여래좌상은 조선시대 이래 유행한 약기인의 약사불상의 도상을 정확하게 보여주고 있으며 통일신라시대부터 조선시대까지 시대의 복합상을 갖춘 불상이라는 점에서 자료적 가치가 인정된다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.521119,126.707623,선흘리 백서향 및 변산일엽군락,18,기념물,도 기념물,,제주특별자치도 제주시 조천읍 선흘리 산 6번지,1973-04-03,국유,,,,,선흘리 백서향 및 변산일엽 군락은 그 수가 많지 않은 백서향 및 변산일엽 등의 희귀식물이 모여 자라는 곳이며 다른 여러 종의 양치류 식물도 자라고 있어 제주도 동북부 본래의 식물생태를 파악하는데 중요한 가치를 지니고 있다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.458874,126.941861,성산일출봉천연보호구역,420,기념물,천연기념물,,제주특별자치도 서귀포시 성산읍 성산리 1번지 등(20필지와 해역),2000-07-18,국유,,,,,성산 일출봉 천연보호구역은 제주도의 동쪽 끝에 위치하고 있으며 일출봉 전체와 1㎞ 이내의 해역을 포함하고 있다.,064-710-7921,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.387505,126.801305,성읍리 느티나무 및 팽나무군,161,기념물,천연기념물,,제주특별자치도 서귀포시 표선면 성읍리 881-2외 3필지,1964-01-31,국유,,,,,제주도 남동 해안 근처의 성읍리는 마을 전체가 국가민속문화재(제주 성읍마을)로 지정된 곳으로 이 마을의 일관헌(日觀軒) 주변에는 느티나무 1그루와 팽나무 7그루가 함께 자라고 있다.,064-710-6652,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
37.53762211,127.6736222,박원겸선생 신도비,양평군 향토유적 제12호,기념물,비갈,,경기도 양평군 단월면 보룡리 337-2,1986-05-30,사유,무안박씨종중,2,조선,,"신도비는 팔작지붕형의 이수와 장방형의 비좌를 갖추었고 비신의 재료는 대리석이다. 비의 건립연대는 뒷면에 ‘崇禎紀元後 四丁巳月 日 立’이라 음각된 것으로 보아 철종 8년(1857)에 세웠음을 알 수 있다. 비문은 梅山 洪直弼이 글을 짓고, 沈宜冕이 글씨를 썼으며 徐承輔가 篆하였다. ‘恒陽閣’이란 현액이 달린 비각은 맛배지붕의 겹처마 시멘트조의 건물이다.",031-770-3191,무안박씨종중,2023-05-24,4170000,경기도 양평군
37.56673515,127.6883099,유장 양헌수묘,양평군 향토유적 제13호,기념물,옛무덤,경기도 양평군 단월면 백동길 370-70,경기도 양평군 단월면 덕수리 산59-19,1986-05-30,사유,남원양씨종중,2,조선,,"묘는 정부인 고성 이씨와의 합장묘로 묘비만 있었지만, 근래에 묘소를 정비하고 상석과 향로석, 무인석과 망주석을 새로이 갖추었다. 묘비는 아들 양주겸이 1934년에 건립하였고, 1996년 건립된 신도비는 용문면 광탄리 택승정 옆에 위치하고 있다.",031-770-3191,남원양씨종중,2023-05-24,4170000,경기도 양평군
37.54148341,127.7735628,이춘명 효자정문,양평군 향토유적 제14호,유형문화유적,건조물,경기도 양평군 청운면 경강로 4903-6,경기도 양평군 청운면 갈운리 산32,1986-05-30,사유,이*수,1,조선,,"이 정려는 이춘명의 효행을 기리기 위해 고종 29년(1829)에 명정을 받아 건립한 것이다. 이춘명은 조선 고종때 갈운리 출신의 효자로 효령대군의 17대손, 이후해의 3남이다. 현재의 정려는 근년에 보수한 것으로 정면 1간(2.4m), 측면1간(2.48m)의 규모이다. 정문에는 ‘孝子旌閭閣’이라는 현액과 그 안에는 ‘孝子 贈 童蒙敎官朝奉大夫 李春明之門閣 上之卽位 十八年 命旌’이라는 현판이 걸려져 있다.",031-770-3230,이*수,2023-05-24,4170000,경기도 양평군
37.53332137,127.6802897,흥은위 정재화묘,양평군 향토유적 제15호,기념물,옛무덤,경기도 양평군 청운면 도청길 82,경기도 양평군 청운면 비룡리 산53-1,1986-05-30,사유,정*용,9,조선,,"묘의 좌우에는 높이 1m 내외의 곡장이 돌려져 있다. 묘 앞에는 상석. 향로석. 장명등, 그리고 좌우에는 문인석. 석수. 망주석 등이 각각 배치되어 있다. 묘역에는 본래 재실 등 부속건물이 있었으나 6.25때 소실되고, 현재는 주변에 기와편과 석편만이 산재해 있다.",031-770-3230,정*용,2023-05-24,4170000,경기도 양평군
37.41595617,127.746509,택풍당 및 택당이식선생묘,양평군 향토유적 제16호,유형문화유적,건조물/옛무덤,경기도 양평군 양동면 쌍학안골2길 66-1,경기도 양평군 양동면 쌍학리 314-10번지,1986-05-30,사유,덕수이씨종중,7,조선,,"조선중기의 문신이었던 李植(1584~1647)선생이 제자와 자손들의 교육을 지도하고 학문연구를 위해 광해군 11년(1619)에 건립한 것을 근년에 종중에서 보수하여 현재에 이르고 있다. 2층 누각형식의 특이한 건물로써 팔작지붕에 겹쳐마 형식의 지붕이다. 정면 3칸, 측면 3칸으로 각 변 4.6m의 건물로, 2층 누에는 외각 1칸의 툇마루를 달았다.",031-770-3101,덕수이씨종중,2023-05-24,4170000,경기도 양평군
37.4065655,127.7542679,쌍학리 효열각,양평군 향토유적 제17호,기념물,건조물,경기도 양평군 양동면 원양2로 832,경기도 양평군 양동면 쌍학리 45-1번지,1986-05-30,사유,고*규,1,조선,,"원래는 1973년 쌍학리 산8-1번지에 건립한 것인데 1997년 이곳으로 이전하였다고 한다. 정면 2칸 측면 1칸의 맞배지붕 양식의 목조건물로 내부에 孝子 方榮煥, 孝婦 全伊蘭, 孝婦 李貞子 세분의 효행을 기리는 행문이 걸려 있다.",031-770-3101,고*규,2023-05-24,4170000,경기도 양평군
37.42723392,127.7563948,의병장 이춘영묘,양평군 향토유적 제18호,기념물,옛무덤,경기도 양평군 양동면 아래목골길 43,경기도 양평군 양동면 석곡리 산97-1,1986-05-30,사유,이*,3,조선,,"묘는 새로이 단장된 형태이며 묘 앞의 상석 우측에 2개의 묘비가 세워져 있다. 대리석으로 제작한 작은 묘비 전면에는 한글로 ‘순국선열 이춘영의 묘’라고 음각되어 있고, 옥개석을 갖춘 묘비에는 ‘義兵將德水李公春永先生之墓 配孺人延安金氏부左’라고 새겨져 있다. 李春永(1869~1896)은 조선말의 의병장으로 자는 友參 호는 槐隱, 본관은 德水, 양평출신이다. 고종32년(1895) 명성황후가 시해되자 安承禹와 함께 의병을 모아 활약하다 충주전투에서 28세의 나이로 전사하였다.",031-770-3101,이*,2023-05-24,4170000,경기도 양평군
33.467226,126.775903,송당본향당,9,민속자료,도 민속문화유산,,제주특별자치도 제주시 구좌읍 송당리 산199-1번지,2005-04-06,사유,,,,,신당 가운데 으뜸인 송당본향당은 삼나무 숲이 울울한 당오름(306m)의 북쪽 기슭에 있다. 어른키만한 돌담을 네모지게 두르고 안쪽에 계단식 제단을 마련한 뒤 제단 위에 단칸짜리 기와지붕 석실을 지어 안에 금백조신위를 모시고 있다. 이 송당본향당에서는 해마다 음력 삼월 열사흗날에 온 마을 사람들이 모여 당제를 지낸다. 본향당은 여성들이 주관하는 무속적 성향의 당굿이 벌어지는 곳이다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.352613,126.837847,송종선가옥,3,민속자료,도 민속문화유산,,제주특별자치도 서귀포시 표선면 하천리 720번지,1978-11-14,사유,,,,,제주도 민가의 일반적 형태인 초가집은 제주도의 자연환경과 가족구성 및 생활 양식을 반영하는 건축물이다. 외벽은 제주산 현무암을 쌓아 두르고 지붕은 띠를 덮어서 직경 5cm가량의 굵은 동아줄로 바둑판처럼 얽어 놓은 점이 특이하다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.520241,126.494732,수근연대,23,기념물,도 기념물,,제주특별자치도 제주시 용담이동 2290번지,1996-07-18,국유,,,,,제주성에 소속되었던 수근 연대는 제주시 용담동 해안도로변에 있다. 1978년에 보수하였는데 높이 2.9m이다. 제주성에 있는 장군 6명과 봉수군 12명이 배치되어 3교대로 나누어 24시간 지켰으며 동쪽으로 별도연대 서쪽으로 조부 연대와 신호를 주고 받았다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.366047,126.698101,수망리 산마장 잣성,34,유형문화유적,도 향토유형유산,,제주특별자치도 서귀포시 남원읍 수망리 산189-3번지,2021-11-03,국유,,,,,수망리 산마장 잣성은 서귀포시 남원읍 신례리 이승악과 표선면 가시리 대록산을 연결한다. 제주에서 가장 긴 잣성으로 길이만 총 15km 이상에 이른다. 19세기에 축조된 것으로 추정되고 원형을 잘 간직한 목축 역사 유적으로 평가된다. 지정된 구간은 약 600m로 물영아리오름 내 중잣성 탐방로가 조성돼 있다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.451439,126.893099,수산본향당,9,민속자료,도 민속문화유산,,제주특별자치도 서귀포시 성산읍 수산리 451번지,2005-04-06,사유,,,,,당으로 들어가는 입구에 안내 표지판이 세워져 있는데 그곳에 적힌 내용은 다음과 같다. 수산본향당은 울뤠모루 하로산당이라고도 하며 수산리 주민들의 생산 물고 호적 장적을 관장한다. 당신은 하로산신이며 한라산에서 솟아난 당신의 계열로 생각된다. 당집 안에는 나무로 만든 신상을 모시고 있는데 현재 머리 부분은 훼손된 상태이다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.447135,126.884896,수산진성,62,기념물,도 기념물,,제주특별자치도 서귀포시 성산읍 수산리 580번지 외,2005-10-05,국유,,,,,수산진은 조선시대 제주의 대표적인 방어유적으로 3성(三城) 9진(九鎭)에 속하며 정의현 관할이었다. 이 성은 세종21년(1439) 목사 한승순에 의해 처음으로 축성되었으나 임진왜란 때 목사 이경록에 의하여 성산으로 잠시 이설되기도 했다. 선조 32년(1599) 목사 성윤문에 의하여 다시 복원되었다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.450613,126.389107,시조창,1,무형문화유적,도 향토무형유산,,제주특별자치도 제주시 애월읍 장전리 448-2 장전리사무소,2013-12-27,사유,,,,,시조는 조선시대의 시절가로서 양반계급에서 주로 불러졌던 노래이다. 일반적으로 정가의 하나로 일컬어지는 시조는 경제시조와 향제시조로 나누는 등 다양한 유파에 의해 양반계층에 널리 알려졌다. 인정자는 시조의 보급과 저변확대를 위해 꾸준히 노력해 온 공로가 인정되어 2003년부터 제주시 향토문화유산의 무형분야로 관리되어 왔으며 향토유산으로 지정 보호할 가치가 크다고 인정되었다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.465692,126.920337,식산봉의 황근자생지 및 상록활엽수림,47,기념물,도 기념물,,제주특별자치도 서귀포시 성산읍 오조리 313번지외 12필지,1998-01-07,국유,,,,,성산읍 오조리에 위치한 식산봉은 화산의 분출에 의해 형성된 비교적 작은 규모의 오름(분화구)으로 해발 66m이다. 면적은 약 80.000㎡이고 긴지름이 약 813m 짧은 지름이 230m이다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.280834,126.206836,신도리 도요지,58,기념물,도 기념물,,제주특별자치도 서귀포시 대정읍 신도리 3138번지,2005-10-05,사유,,,,,이 유적은 『일곱드르 노랑굴』이라고도 한다. 우리 선현들이 일상 생활에서 사용하는 허벅·통개·병·장테 등의 도기를 만들었던 곳이다. 이 굴에는 도요지의 벽과 천장이 맞붙어 있는 구석에 잿물구멍이 50cm 간격으로 있고 현재 남아 있는 굴의 규격은 길이 8.85m 너비 2·5.7m 높이 1.56m이며 근대 초·중기에 건립된 것으로 추정된다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.387851,126.890922,신산환해장성,49,기념물,도 기념물,,제주특별자치도 서귀포시 성산읍 신산리 49-5번지 선,1998-01-07,국유,,,,,배를 타고 들어오는 외적의 침입을 막기 위해 제주도에서는 해안선을 따라가며 성을 쌓았는데 이를 환해장성이라 한다.현재 남아 있는 신산 환해장성 성벽의 길이는 약 600m이다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.472706,126.368467,신엄리 석상,32,유형문화유적,도 향토유형유산,제주특별자치도 제주시 애월읍 일주서로 6711 (신엄중학교),제주특별자치도 제주시 애월읍 신엄리 1247,2020-10-28,국유,,,,,신엄리 석상(2기)은 제주시 애월읍 신엄리의 무사안녕을 기원했던 방사(防邪) 기능의 석상으로 도내에서 전승되는 방사탑의 유형 중에서도 희귀한 형태로 제작되었기에 향토유형유산으로 지정될만한 가치가 크다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
