source_name,source_url,reference_date,item_type,name_ko,category,region,address,latitude,longitude,summary,story_use,mission_use,age_tags,keywords,trrsrtNm,trrsrtSe,rdnmadr,lnmadr,ar,cnvnncFclty,stayngInfo,mvmAmsmtFclty,recrtClturFclty,hospitalityFclty,sportFclty,appnDate,aceptncCo,prkplceCo,trrsrtIntrcn,phoneNumber,institutionNm,referenceDate,insttCode,insttNm
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,진주목공예전수관,관광지,경상남도 진주시,경상남도 진주시 명석면 광제산로 367,35.24702277,128.0417914,경남무형유산을 비롯하여 소목장의 고장으로 명석면에 위치하고 있으며 역사와 전통이 있는 진주소목의 가치를 알리고자 자체개발한 일일체험과 다양하고 전문적인 주ㆍ야간 목공 교육프로그램 및 전시실 운영으로 진주의 우수한 목공예 문화를 발전 계승한다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;진주목공예전수관;경남무형유산을;비롯하여;소목장의;고장으로;명석면에;위치하고;있으며;역사와;전통이,진주목공예전수관,관광지,경상남도 진주시 명석면 광제산로 367,경상남도 진주시 명석면 관지리 767,10520,주차장+화장실,,,전시실+체험실,,,2018-11-12,150,46,경남무형유산을 비롯하여 소목장의 고장으로 명석면에 위치하고 있으며 역사와 전통이 있는 진주소목의 가치를 알리고자 자체개발한 일일체험과 다양하고 전문적인 주ㆍ야간 목공 교육프로그램 및 전시실 운영으로 진주의 우수한 목공예 문화를 발전 계승한다.,055-746-3633,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,진주시립이성자미술관,관광지,경상남도 진주시,경상남도 진주시 에나로 128번길 14(충무공동),35.17580996,128.1427403,"진주시립이성자미술관은 진주 출신 이성자 작가의 376점의 작품을 기증받아 2015년 7월 16일에 개관하였다. 동녘의 여대사라고 불릴 만큼 세계적인 작가였던 이성자는 여성으로서 한국 최초의 프랑스 유학을 떠났으며 동양철학으로 서양의 문화를 재해석하여 자신만의 독창적인 작업세계를 펼쳤다. 진주시는 이성자 작가의 예술적 업적과 삶을 기리기 위해 작품에 대한 연구ㆍ수집ㆍ보존ㆍ전시ㆍ교육을 운영하고 있으며 현재 진주혁신도시 영천 강변에 위치한 미술관은 “나의 미술관이 지어진다면, 강을 조망할 수 있는 곳이면 좋겠다”라는 작가의 바램을 담은 공간이다.",지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;진주시립이성자미술관;진주시립이성자미술관은;진주;출신;이성자;작가의;376점의;작품을;기증받아;2015년,진주시립이성자미술관,관광지,경상남도 진주시 에나로 128번길 14(충무공동),경상남도 진주시 충무공동 291,13003,"제1,2전시실+1층전시실+수유실+사무실+아트샵+교육실+화장실",,,전시관,,,2015-07-16,50,9,"진주시립이성자미술관은 진주 출신 이성자 작가의 376점의 작품을 기증받아 2015년 7월 16일에 개관하였다. 동녘의 여대사라고 불릴 만큼 세계적인 작가였던 이성자는 여성으로서 한국 최초의 프랑스 유학을 떠났으며 동양철학으로 서양의 문화를 재해석하여 자신만의 독창적인 작업세계를 펼쳤다. 진주시는 이성자 작가의 예술적 업적과 삶을 기리기 위해 작품에 대한 연구ㆍ수집ㆍ보존ㆍ전시ㆍ교육을 운영하고 있으며 현재 진주혁신도시 영천 강변에 위치한 미술관은 “나의 미술관이 지어진다면, 강을 조망할 수 있는 곳이면 좋겠다”라는 작가의 바램을 담은 공간이다.",055-749-5898,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,진주익룡발자국전시관,관광지,경상남도 진주시,경상남도 진주시 영천강로68번길 22(충무공동),35.1686382,128.1396863,천연기념물 진주 충무공동 익룡 새 공룡발자국 화석산지에 건립된 박물관으로 1억여년전 살았던 익룡을 비롯한 많은 생명체들의 흔적들이 화석으로 남아있다. 화석산지 현장이 그대로 보존된 보호각과 경남진주혁신도시 조성공사 중 발굴된 화석이 전시되어 있으며 화석과 관련된 다양한 체험이 마련되어 있어 가족 모두가 보고 즐길 수 있다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;진주익룡발자국전시관;천연기념물;진주;충무공동;익룡;새;공룡발자국;화석산지에;건립된;박물관으로,진주익룡발자국전시관,관광지,경상남도 진주시 영천강로68번길 22(충무공동),경상남도 진주시 충무공동 136,10124,전시실+보호각+교육영상관+사무실+휴게음식점+체험활동존+수유실+화장실,,,전시관,,,2019-11-19,50,33,천연기념물 진주 충무공동 익룡 새 공룡발자국 화석산지에 건립된 박물관으로 1억여년전 살았던 익룡을 비롯한 많은 생명체들의 흔적들이 화석으로 남아있다. 화석산지 현장이 그대로 보존된 보호각과 경남진주혁신도시 조성공사 중 발굴된 화석이 전시되어 있으며 화석과 관련된 다양한 체험이 마련되어 있어 가족 모두가 보고 즐길 수 있다.,055-749-7401,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,진주청동기문화박물관,관광지,경상남도 진주시,경상남도 진주시 대평면 호반로 1353,35.22437983,127.9619637,남강댐 확장에 따라 수몰된 국내 청동기시대 최대 유적지인 대평마을에 만들어진 청동기시대 전문박물관으로 상설전시관과 기획전시관ㆍ입체영상관과 야외전시장ㆍ수변산책로 및 물놀이 시설 등을 갖추고 있다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;진주청동기문화박물관;남강댐;확장에;따라;수몰된;국내;청동기시대;최대;유적지인;대평마을에,진주청동기문화박물관,관광지,경상남도 진주시 대평면 호반로 1353,경상남도 진주시 대평면 대평리 706-5,27373,주차장+화장실,,,바닥물놀이시설+카페,,,2009-06-11,300,80,남강댐 확장에 따라 수몰된 국내 청동기시대 최대 유적지인 대평마을에 만들어진 청동기시대 전문박물관으로 상설전시관과 기획전시관ㆍ입체영상관과 야외전시장ㆍ수변산책로 및 물놀이 시설 등을 갖추고 있다.,055-749-5172,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,진주남강유등전시관,관광지,경상남도 진주시,경상남도 진주시 망경로 207,35.1818005936,128.0772058,진주를 대표·상징하는 유등을 주제로 한 다양한 전시와 프로그램을 운영하고 야외 옥외정원에 유등을 상시 전시하여 관람객들이 예술과 소통할 수 있는 공간으로 자리잡고 있다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;진주남강유등전시관;진주를;대표·상징하는;유등을;주제로;한;다양한;전시와;프로그램을;운영하고,진주남강유등전시관,관광지,경상남도 진주시 망경로 207,경상남도 진주시 망경동 183,2761,상설전시실+기획전시실+사무실+체험활동존+수유실+화장실,,,전시관+카페,,,2023-10-05,500,30,진주를 대표·상징하는 유등을 주제로 한 다양한 전시와 프로그램을 운영하고 야외 옥외정원에 유등을 상시 전시하여 관람객들이 예술과 소통할 수 있는 공간으로 자리잡고 있다.,055-762-8583,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,진주실크박물관,관광지,경상남도 진주시,경상남도 진주시 문산읍 월아산로 994,35.159879128,128.164800,"실크산업 가치를 보존하는 국내 유일의 기념비적 공간으로, 100년 전통 진주 실크산업의 역사적ㆍ문화적 가치 보존",지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;진주실크박물관;실크산업;가치를;보존하는;국내;유일의;기념비적;공간으로;100년;전통,진주실크박물관,관광지,경상남도 진주시 문산읍 월아산로 994,경상남도 진주시 문산읍 삼곡리 1672-2,2931,상설전시실+기획전시실+사무실+체험교육실+수유실+화장실,,,박물관+카페,,,2025-11-06,300,30,"실크산업 가치를 보존하는 국내 유일의 기념비적 공간으로, 100년 전통 진주 실크산업의 역사적ㆍ문화적 가치 보존",055-749-5972,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-19,place,진주대첩역사공원,관광지,경상남도 진주시,경상남도 진주시 논개길 7,35.190252764,128.0838567554,"임진왜란 진주대첩 기념과 호국충절의 고장인 진주의 얼을 기리고, 국난 극복의 역사 현장을 관광 자원화하기 위해 조성된 곳으로 여러 시대를 걸쳐 역사적 가치를 보존하고 있는 공간인 만큼 다채로운 문화를 품은 복합 유적지로 자리 잡고 있다",지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;진주대첩역사공원;임진왜란;진주대첩;기념과;호국충절의;고장인;진주의;얼을;기리고;국난,진주대첩역사공원,관광지,경상남도 진주시 논개길 7,경상남도 진주시 본성동 10-4,19870,화장실(3개소)+진주관광안내소+하모스토어+하모카페+진주성촉석문매표소,,,전시관+카페,,,2024-09-27,600,149,"임진왜란 진주대첩 기념과 호국충절의 고장인 진주의 얼을 기리고, 국난 극복의 역사 현장을 관광 자원화하기 위해 조성된 곳으로 여러 시대를 걸쳐 역사적 가치를 보존하고 있는 공간인 만큼 다채로운 문화를 품은 복합 유적지로 자리 잡고 있다",055-749-5171,경상남도 진주시청,2025-11-19,5310000,경상남도 진주시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-18,place,내원사계곡(내원사),관광지,경상남도 양산시,경상남도 양산시 하북면 내원로 207,35.44578536,129.1104508,내원사 아래 울창한 숲 사이로 흐르는 이 계곡은 예로부터 소금강 또는 제2의 금강산으로 불릴만큼 자연경관이 빼어난 곳으로 계곡 곳곳에 독특한 바위가 특징이다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;내원사계곡(내원사);내원사;아래;울창한;숲;사이로;흐르는;이;계곡은;예로부터,내원사계곡(내원사),관광지,경상남도 양산시 하북면 내원로 207,경상남도 양산시 하북면 용연리 291,13221,주차장+화장실+관광안내소,,,,,,2000-01-01,5000,300,내원사 아래 울창한 숲 사이로 흐르는 이 계곡은 예로부터 소금강 또는 제2의 금강산으로 불릴만큼 자연경관이 빼어난 곳으로 계곡 곳곳에 독특한 바위가 특징이다.,055-374-6466,내원사,2025-11-18,5380000,경상남도 양산시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-18,place,대운산자연휴양림,관광지,경상남도 양산시,경상남도 양산시 탑골길 270,35.41784975,129.2088996,대운산 서북쪽 자락에 위치하여 깊고 웅장하면서도 물이 맑아 고요한 숲의 분위기를 느끼며 자연에서의 특별한 하루를 보낼 수 있는 휴양처다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;대운산자연휴양림;대운산;서북쪽;자락에;위치하여;깊고;웅장하면서도;물이;맑아;고요한,대운산자연휴양림,관광지,경상남도 양산시 탑골길 270,경상남도 양산시 용당동 산66-1,2400000,주차장+화장실+관리사무소,,,,,,2009-07-01,650,192,대운산 서북쪽 자락에 위치하여 깊고 웅장하면서도 물이 맑아 고요한 숲의 분위기를 느끼며 자연에서의 특별한 하루를 보낼 수 있는 휴양처다.,055-379-8670,양산시시설관리공단,2025-11-18,5380000,경상남도 양산시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-18,place,법기수원지,관광지,경상남도 양산시,경상남도 양산시 동면 법기로 198-13,35.34825271,129.1079758,부산 금정구 일원의 식수원 역할을 하는 상수원으로 가장 오래된 파란 취수탑이 있으며 청정한 자연과 수려한 풍광을 자랑한다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;법기수원지;부산;금정구;일원의;식수원;역할을;하는;상수원으로;가장;오래된,법기수원지,관광지,경상남도 양산시 동면 법기로 198-13,경상남도 양산시 동면 법기리 332,680000,화장실+관리사무소,,,,,,2010-07-01,20000,110,부산 금정구 일원의 식수원 역할을 하는 상수원으로 가장 오래된 파란 취수탑이 있으며 청정한 자연과 수려한 풍광을 자랑한다.,055-392-5379,부산명장정수사업소,2025-11-18,5380000,경상남도 양산시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-10,place,문동휴양지,관광지,경상남도 거제시,경상남도 거제시 문동동 산 8,34.85648266,128.6628354,문동폭포와 함께 우그러진 숲，시원한 바람을 느낄 수 있는 도심 속 휴양지이다,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;문동휴양지;문동폭포와;함께;우그러진;숲，시원한;바람을;느낄;수;있는;도심,문동휴양지,관광지,,경상남도 거제시 문동동 산 8,7421.58,화장실,,,,,,1999-05-20,250,50,문동폭포와 함께 우그러진 숲，시원한 바람을 느낄 수 있는 도심 속 휴양지이다,055-639-4183,경상남도 거제시청,2025-11-10,5370000,경상남도 거제시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-07-08,place,칠백의총,관광지,충청남도 금산군,충청남도 금산군 금성면 의총길 50,36.12942797,127.492435,임진왜란(1592) 당시 1만 5천의 왜군과 싸우다가 수적 열세였지만 적에게 큰 타격을 입히고 장렬히 전사한 700 의승병들의 유해를 모신 호국영령의 성지이다,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;칠백의총;임진왜란(1592);당시;1만;5천의;왜군과;싸우다가;수적;열세였지만;적에게,칠백의총,관광지,충청남도 금산군 금성면 의총길 50,충청남도 금산군 금성면 의총리 216,135693,관리사무소+화장실(5동)+주차장,,,기념관+칠백의사순의탑+종용사,,,1963-01-21,4600,116,임진왜란(1592) 당시 1만 5천의 왜군과 싸우다가 수적 열세였지만 적에게 큰 타격을 입히고 장렬히 전사한 700 의승병들의 유해를 모신 호국영령의 성지이다,041-753-8701,문화재청칠백의총관리사무소,2025-07-08,4550000,충청남도 금산군
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-07-08,place,태고사,관광지,충청남도 금산군,충청남도 금산군 진산면 청림동로 440,36.13440357,127.3251004,대둔산 최고봉 마천대 다음 제2봉우리 낙조대 아래 동북쪽에 자리 잡고 있는 금산의 고찰이다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;태고사;대둔산;최고봉;마천대;다음;제2봉우리;낙조대;아래;동북쪽에;자리,태고사,관광지,충청남도 금산군 진산면 청림동로 440,충청남도 금산군 진산면 행정리 512-1,3100,관리사무소+화장실(2동),,,대웅전,,,1984-05-17,150,30,대둔산 최고봉 마천대 다음 제2봉우리 낙조대 아래 동북쪽에 자리 잡고 있는 금산의 고찰이다.,041-750-2293,충청남도 금산군청,2025-07-08,4550000,충청남도 금산군
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-07-08,place,개삼터,관광지,충청남도 금산군,충청남도 금산군 남이면 개삼로 101,36.07533917,127.4783939,신비의 영약 인삼의 시배지,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;개삼터;신비의;영약;인삼의;시배지,개삼터,관광지,충청남도 금산군 남이면 개삼로 101,충청남도 금산군 남이면 성곡리 826,18405,화장실(1동)+주차장,,,개삼각,,,2018-02-20,500,37,신비의 영약 인삼의 시배지,041-750-2273,충청남도 금산군청,2025-07-08,4550000,충청남도 금산군
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-18,place,황산공원,관광지,경상남도 양산시,경상남도 양산시 물금읍 황산공원5길 13,35.30173083,128.9895949,"낙동강을 따라 조성된 양산의 대표 도심 속 자연친화적인 수변공원으로 체육시설, 캠핑장, 자전거길, 산책로 등 다양한 공간이 있어 시민들의 휴식처가 되고 있다.",지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;황산공원;낙동강을;따라;조성된;양산의;대표;도심;속;자연친화적인;수변공원으로,황산공원,관광지,경상남도 양산시 물금읍 황산공원5길 13,경상남도 양산시 물금읍 물금리 162-1,1873000,주차장+화장실+해설사의 집,,,,,,2000-01-01,20000,1000,"낙동강을 따라 조성된 양산의 대표 도심 속 자연친화적인 수변공원으로 체육시설, 캠핑장, 자전거길, 산책로 등 다양한 공간이 있어 시민들의 휴식처가 되고 있다.",055-392-2823,경상남도 양산시청,2025-11-18,5380000,경상남도 양산시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-13,place,치산관광지,관광지,경상북도 영천시,경상북도 영천시 신녕면 신암길 17,36.04693281,128.712821,"수려하고 맑은물이 흐르는 치산계곡이 있어 여름철 30,000명 이상이 찾는 관광명소임",지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;치산관광지;수려하고;맑은물이;흐르는;치산계곡이;있어;여름철;30;000명;이상이,치산관광지,관광지,경상북도 영천시 신녕면 신암길 17,경상북도 영천시 신녕면 치산리 1344-3,270000,공용화장실+공영주차장,캐라반 6인용+캐빈하우스+캐라반 8인용,족구장,치산캠핑장,소공연장,전용숙소,1990-12-31,1124,281,"수려하고 맑은물이 흐르는 치산계곡이 있어 여름철 30,000명 이상이 찾는 관광명소임",054-330-6582,경상북도 영천시청,2025-11-13,5100000,경상북도 영천시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-10,place,맹종죽테마공원,관광지,경상남도 거제시,경상남도 거제시 하청면 거제북로 700,34.967708,128.650512,맹종죽을 이용한 창조적 활용과 보존을 통하여 죽림욕을 이용한 치유，바다경관과 환경예술을 접목한 경관치유，맹족죽을 이용한 체험놀이치유가 가능한 죽림테라피 공간입니다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;맹종죽테마공원;맹종죽을;이용한;창조적;활용과;보존을;통하여;죽림욕을;치유，바다경관과;환경예술을,맹종죽테마공원,관광지,경상남도 거제시 하청면 거제북로 700,경상남도 거제시 하청면 실전리 880-3,40215,화장실,,서바이벌 체험장,맹종족 숲체험,안내소,,2000-10-01,1000,20,맹종죽을 이용한 창조적 활용과 보존을 통하여 죽림욕을 이용한 치유，바다경관과 환경예술을 접목한 경관치유，맹족죽을 이용한 체험놀이치유가 가능한 죽림테라피 공간입니다.,055-637-0067,경상남도 거제시청,2025-11-10,5370000,경상남도 거제시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-10,place,거제박물관,관광지,경상남도 거제시,경상남도 거제시 거제대로 3791(옥포동),34.894071,128.686203,거제의 역사와 자료를 수집，정리，연구전시하고 있는 비영리 법인인 거제 문화재단의 사업기관,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;거제박물관;거제의;역사와;자료를;수집，정리，연구전시하고;있는;비영리;법인인;거제;문화재단의,거제박물관,관광지,경상남도 거제시 거제대로 3791(옥포동),경상남도 거제시 옥포동 1565,899.16,화장실,,,전시실,안내소,,1991-12-21,200,10,거제의 역사와 자료를 수집，정리，연구전시하고 있는 비영리 법인인 거제 문화재단의 사업기관,055-687-6790,거제박물관,2025-11-10,5370000,경상남도 거제시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-10,place,거제시농업개발원,관광지,경상남도 거제시,경상남도 거제시 거제면 거제남서로 3577,34.856464,128.579187,지역실정에 맞는 농업기술과 지역소득작물을 연구개발 보급하여 농업인의 소득을 높이고，도시민에게는 농업 현장체험과 사계절 꽃 및 난지식물을 만날 수 있는 농업테마공원,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;거제시농업개발원;지역실정에;맞는;농업기술과;지역소득작물을;연구개발;보급하여;농업인의;소득을;높이고，도시민에게는,거제시농업개발원,관광지,경상남도 거제시 거제면 거제남서로 3577,경상남도 거제시 거제면 서정리 855-9,58904.67,화장실,,,전시실,안내소,,1992-03-01,3000,50,지역실정에 맞는 농업기술과 지역소득작물을 연구개발 보급하여 농업인의 소득을 높이고，도시민에게는 농업 현장체험과 사계절 꽃 및 난지식물을 만날 수 있는 농업테마공원,055-639-6421,거제시농업개발원,2025-11-10,5370000,경상남도 거제시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-10,place,거제요트학교,관광지,경상남도 거제시,경상남도 거제시 일운면 지세포해안로 41,34.833694,128.701885,요트 산업의 활성화와 해양레저 스포츠 인구의 저변 확대는 물론 요트，윈드서핑을 비롯한 해양레저 스포츠의 철저한 교육 등 요트인구 저변 확대,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;거제요트학교;요트;산업의;활성화와;해양레저;스포츠;인구의;저변;확대는;물론,거제요트학교,관광지,경상남도 거제시 일운면 지세포해안로 41,경상남도 거제시 일운면 지세포리 929-88,174,화장실,,,,안내소,,2004-05-25,250,25,요트 산업의 활성화와 해양레저 스포츠 인구의 저변 확대는 물론 요트，윈드서핑을 비롯한 해양레저 스포츠의 철저한 교육 등 요트인구 저변 확대,055-682-1100,경상남도 거제시청,2025-11-10,5370000,경상남도 거제시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-10,place,거제자연휴양림,관광지,경상남도 거제시,경상남도 거제시 동부면 거제중앙로 325,34.785699,128.625943,동부면 구천리 노자산 해발 565M 위치에 120ha 면적에 설치되었으며，산 정상에 전망대가 설치되어 거제전역과 한려해상국립공원의 크고 작은 섬들과 기암절병의 해안선을 관망할 수 있는 가족단위 휴양객들이 많이 찾고 있다,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;거제자연휴양림;동부면;구천리;노자산;해발;565M;위치에;120ha;면적에;설치되었으며，산,거제자연휴양림,관광지,경상남도 거제시 동부면 거제중앙로 325,경상남도 거제시 동부면 구천리 산103,1200000,화장실+ 샤워장+ 취사장,야영데크+ 숲속의집(펜션)+ 수련장,족구장,등산로+산책로,안내소,,1993-01-01,2000,50,동부면 구천리 노자산 해발 565M 위치에 120ha 면적에 설치되었으며，산 정상에 전망대가 설치되어 거제전역과 한려해상국립공원의 크고 작은 섬들과 기암절병의 해안선을 관망할 수 있는 가족단위 휴양객들이 많이 찾고 있다,055-639-8115,경상남도 거제시 거제해양관광개발공사,2025-11-10,5370000,경상남도 거제시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-10,place,계도어촌체험마을,관광지,경상남도 거제시,경상남도 거제시 사등면 가조로 837,34.974872,128.517512,가조도의 서북쪽에 위치 앞 바다에 닭모양의 닭섬이 있어 계도마을이라 하였다. 주요 특산물로는 미더덕 젓갈，미더덕，마른멸치，건홍합이 있다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;계도어촌체험마을;가조도의;서북쪽에;위치;앞;바다에;닭모양의;닭섬이;있어;계도마을이라,계도어촌체험마을,관광지,경상남도 거제시 사등면 가조로 837,경상남도 거제시 사등면 창호리 1070-14,516.32,화장실+ 샤워장+ 취사장,,,,안내소,,2007-10-01,100,10,가조도의 서북쪽에 위치 앞 바다에 닭모양의 닭섬이 있어 계도마을이라 하였다. 주요 특산물로는 미더덕 젓갈，미더덕，마른멸치，건홍합이 있다.,055-632-2515,경상남도 거제시청,2025-11-10,5370000,경상남도 거제시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-10,place,다대어촌체험마을,관광지,경상남도 거제시,경상남도 거제시 남부면 다대5길 11,34.73449995,128.630513,남부면 다대리에 위치한 다대마을로서 갯벌체험을 할 수 있다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;다대어촌체험마을;남부면;다대리에;위치한;다대마을로서;갯벌체험을;할;수;있다.,다대어촌체험마을,관광지,경상남도 거제시 남부면 다대5길 11,경상남도 거제시 남부면 다대리 424,6143.9,화장실+ 샤워장+ 취사장,,,,,,2007-10-01,100,10,남부면 다대리에 위치한 다대마을로서 갯벌체험을 할 수 있다.,055-632-7506,경상남도 거제시청,2025-11-10,5370000,경상남도 거제시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2025-11-10,place,도장포어촌체험마을,관광지,경상남도 거제시,경상남도 거제시 남부면 도장포1길 76,34.743449,128.662475,도장포 마을 인근에는 신선대와 바람의 언덕이 있다. 아름다운 풍경으로 새롭게 각광받고 있는 관광지로 연인들에게 인기 만점이다.,지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;도장포어촌체험마을;도장포;마을;인근에는;신선대와;바람의;언덕이;있다.;아름다운;풍경으로,도장포어촌체험마을,관광지,경상남도 거제시 남부면 도장포1길 76,경상남도 거제시 남부면 갈곶리 292-13,928.12,화장실+ 샤워장+ 취사장,,,,,,2007-10-01,200,78,도장포 마을 인근에는 신선대와 바람의 언덕이 있다. 아름다운 풍경으로 새롭게 각광받고 있는 관광지로 연인들에게 인기 만점이다.,055-638-2202,경상남도 거제시청,2025-11-10,5370000,경상남도 거제시
전국관광지정보표준데이터,https://www.data.go.kr/data/15021141/standard.do,2024-11-14,place,죽녹원,관광지,전라남도 담양군,전라남도 담양군 담양읍 죽녹원로 119,35.32535666,126.9866155,"2003년 5월에 조성하여 약 31만㎡의 울창한 대나무숲이 펼쳐져 있음. 죽림욕을 즐길수 있는 2.4km의 산책로가 있으며, 가사문학의 산실 담양의 정자문화를 대표하는 6정자를 재현하하고, 밤에는 별을 보며 한옥을 체험할 수 있는 공간이 조성되어있음",지역 역사·관광 탐방 동화 배경,장소의 특징을 찾아보고 가족 여행 기록 남기기,5-7;8-10,관광;관광지;죽녹원;2003년;5월에;조성하여;약;31만㎡의;울창한;대나무숲이;펼쳐져;있음.,죽녹원,관광지,전라남도 담양군 담양읍 죽녹원로 119,전라남도 담양군 담양읍 향교리 산37-6,310238,관리사무소+공중화장실+전망대+정자,한옥체험장(12객실),어린이놀이터,조경 및 휴게시설+생태전시관(이이남아트센터),향교죽녹원+죽녹원식당,,2000-01-02,3800,70,"2003년 5월에 조성하여 약 31만㎡의 울창한 대나무숲이 펼쳐져 있음. 죽림욕을 즐길수 있는 2.4km의 산책로가 있으며, 가사문학의 산실 담양의 정자문화를 대표하는 6정자를 재현하하고, 밤에는 별을 보며 한옥을 체험할 수 있는 공간이 조성되어있음",061-380-2782,전라남도 담양군 산림정원과(대숲정원팀),2024-11-14,4850000,전라남도 담양군
