source_name,source_url,reference_date,item_type,name_ko,category,region,address,latitude,longitude,summary,story_use,mission_use,age_tags,keywords,fcltyNm,fcltyType,rdnmadr,lnmadr,operPhoneNumber,operInstitutionNm,homepageUrl,fcltyInfo,weekdayOperOpenHhmm,weekdayOperColseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,rstdeInfo,adultChrge,yngbgsChrge,childChrge,etcChrgeInfo,fcltyIntrcn,trnsportInfo,phoneNumber,institutionNm,referenceDate,insttCode,insttNm
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-09-24,place,태안동학농민혁명기념관,공립,충청남도 태안군,충청남도 태안군 태안읍 성안1길 28-23,36.76033768,126.295195,태안동학농민혁명기념관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;태안동학농민혁명기념관,태안동학농민혁명기념관,공립,충청남도 태안군 태안읍 성안1길 28-23,충청남도 태안군 태안읍 남문리 380-3,041-670-5966,태안군 문화예술과,https://www.taean.go.kr/tour/sub04_11_01_01.do,전시실+휴게실,09:00,18:00,09:00,18:00,월+관공서 공휴일 다음날+명절당일+신정,0,0,0,무료,,,041-670-5966,충청남도 태안군,2024-09-24,4620000,충청남도 태안군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-12-11,place,매괴박물관,사립,충청북도 음성군,충청북도 음성군 감곡면 성당길 10,37.122433,127.641386,1896년에 설립된 감곡성당의 역사적 유물을 모아 보여주는 교육의 장,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;매괴박물관;1896년에;설립된;감곡성당의;역사적;유물을;모아;보여주는;교육의;장,매괴박물관,사립,충청북도 음성군 감곡면 성당길 10,충청북도 음성군 감곡면 왕장리 357-2,043-881-2809,청주교구천주교유지재단,http://www.maegoe.com,,09:00,17:00,09:00,17:00,월요일,0,0,0,,1896년에 설립된 감곡성당의 역사적 유물을 모아 보여주는 교육의 장,,043-881-2809,청주교구천주교유지재단,2024-12-11,4470000,충청북도 음성군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-07-10,place,땅끝해양자연사박물관,사립,전라남도 해남군,전라남도 해남군 송지면 땅끝마을길 89,34.30129216,126.5296515,"원양어선 선장님이 40여년 간 전세계 바다를 돌며, 직접 수집한 해양생물들을 실물로 만날수 있는 박물관",관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;땅끝해양자연사박물관;원양어선;선장님이;40여년;간;전세계;바다를;돌며;직접;수집한,땅끝해양자연사박물관,사립,전라남도 해남군 송지면 땅끝마을길 89,전라남도 해남군 송지면 송호리 1123-3,061-535-2110,땅끝해양자연사박물관,www.tmnhm.co.kr,전시실,10:30,18:00,10:30,18:00,월요일,5000,4000,3000,"36개월 미만 무료, 복지카드 할인, 단체 예약 할인 등","원양어선 선장님이 40여년 간 전세계 바다를 돌며, 직접 수집한 해양생물들을 실물로 만날수 있는 박물관",,061-535-2110,땅끝해양자연사박물관,2025-07-10,4930000,전라남도 해남군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-07-10,place,대흥사성보박물관,사립,전라남도 해남군,전라남도 해남군 삼산면 대흥사길 400,34.47714315,126.6166308,대흥사 및 암자에 전해지는 성보 문화재를 전시하기 위해 세운 박물관,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;대흥사성보박물관;대흥사;및;암자에;전해지는;성보;문화재를;전시하기;위해;세운,대흥사성보박물관,사립,전라남도 해남군 삼산면 대흥사길 400,전라남도 해남군 삼산면 구림리 799,061-534-5502,대흥사,www.daeheungsa.co.kr,전시실,09:00,16:30,09:00,16:30,월요일 + 화요일,0,0,0,,대흥사 및 암자에 전해지는 성보 문화재를 전시하기 위해 세운 박물관,,061-534-5502,대흥사,2025-07-10,4930000,전라남도 해남군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-07-10,place,행촌미술관,사립,전라남도 해남군,전라남도 해남군 해남읍 해남로 45,34.57109906,126.6125061,해남종합병원 설립자이자 지역 예술 후원자였던 행촌 김제현의 삶을 기려 설립된 미술관,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;행촌미술관;해남종합병원;설립자이자;지역;예술;후원자였던;행촌;김제현의;삶을;기려,행촌미술관,사립,전라남도 해남군 해남읍 해남로 45,전라남도 해남군 해남읍 해리 182-1,061-533-3663,행촌문화재단,http://haengchon.or.kr/,전시실,09:00,17:00,00:00,00:00,일요일+공휴일+토요일 개관(09:00~13:00),0,0,0,,해남종합병원 설립자이자 지역 예술 후원자였던 행촌 김제현의 삶을 기려 설립된 미술관,,061-533-3663,행촌문화재단,2025-07-10,4930000,전라남도 해남군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-07-09,place,은평역사한옥박물관,공립,서울특별시 은평구,서울특별시 은평구 연서로50길 8,37.6403687,126.9380375,"은평의 역사와 발굴유물 전시, 한옥 건축 및 구조물 전시 등",관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;은평역사한옥박물관;은평의;역사와;발굴유물;전시;한옥;건축;및;구조물;등,은평역사한옥박물관,공립,서울특별시 은평구 연서로50길 8,서울특별시 은평구 진관동 135-5,02-351-8556,은평역사한옥박물관,https://museum.ep.go.kr,"장난감도서관, 주차장, 카페",09:00,18:00,09:00,18:00,"매주 월요일, 1월 1일, 설날 및 추석 연휴",1000,500,0,"65세 이상 무료, 문화가 있는 날 무료","은평의 역사와 발굴유물 전시, 한옥 건축 및 구조물 전시 등","지하철 3호선 연신내역 3번 출구 연서시장 정류장, 701 및 7211 버스 승차, 하나고 앞 정류장 하차. 지하철 3호선 구파발역 3번 출구 정류장, 7723  버스 승차, 하나고 앞 정류장 하차",02-351-8524,서울특별시 은평구청,2025-07-09,3110000,서울특별시 은평구
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-07-09,place,다문화박물관,사립,서울특별시 은평구,서울특별시 은평구 불광로 135,37.6187179,126.9325323,"글로벌 시대에 앞서가는, 다양한 문화가 공존하는 오감체험 박물관",관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;다문화박물관;글로벌;시대에;앞서가는;다양한;문화가;공존하는;오감체험,다문화박물관,사립,서울특별시 은평구 불광로 135,서울특별시 은평구 불광동 13-27,02-323-6848,다문화박물관,http://www.multiculturemuseum.com,주차장,13:00,18:00,10:00,18:00,"매주 일요일, 매주 월요일, 추석·설 명절",10000,8000,7000,"국가유공자 및 장애인 본인 50할인, 매월 마지막 주 수요일 개인 일반관람 50 할인","글로벌 시대에 앞서가는, 다양한 문화가 공존하는 오감체험 박물관","지하철 6호선 독바위역 하차 후 1번 출구로 나오셔서 왼쪽 방향으로 1분거리, 버스 7720 - 수양탕 정류소에 하차후 오른쪽 방향으로 1분 거리",02-323-6848,서울특별시 은평구청,2025-07-09,3110000,서울특별시 은평구
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-07-09,place,사비나미술관,사립,서울특별시 은평구,서울특별시 은평구 진관동 진관1로 93,37.6301511,126.9293496,"은평구 내 최초의 미술관으로서 융복합 전시, 예술 교육프로그램, 아카데미, 세미나, 문화행사 등 다양한 문화예술 활동을 통해 시민들의 예술적 소양과 심미안, 창의성을 길러주는 평생학교의 역할을 수행",관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;사비나미술관;은평구;내;최초의;미술관으로서;융복합;전시;예술;교육프로그램;아카데미,사비나미술관,사립,서울특별시 은평구 진관동 진관1로 93,서울특별시 은평구 진관동 9999-2,02-736-4371,사비나미술관,http://www.savinamuseum.com,"카페, 주차장",10:00,18:00,10:00,18:00,매주 월요일,6000,5000,5000,"65세 이상, 국가유공자, 장애인 및 동반 1인 50 할인, 은평구 지역주민 1000원 할인","은평구 내 최초의 미술관으로서 융복합 전시, 예술 교육프로그램, 아카데미, 세미나, 문화행사 등 다양한 문화예술 활동을 통해 시민들의 예술적 소양과 심미안, 창의성을 길러주는 평생학교의 역할을 수행","지하철 3호선 연신내역(3,5번 출구) 또는 구파발역(3번 출구)에서 버스 환승, 연신내역 3번출구 571번 탑승 후 신도초,중교입구 정류장 하차, 연신내역 3번출구 701, 720, 7211번 탑승 후 폭포동 정류장 하차, 연신내역 5번출구 7720번 탑승 후 신도초중교입구정류장 하차, 구파발역 3번출구 720 탑승 후 폭포동,은평노인종합복지관 하차,구파발역 3번출구 7734 탑승 후 신도초,중교입구 하차, 독바위역 6호선 1번 출구 맞은편 수리초등학교 버스정류장에서 7720/7734 승차 후, 은평경찰서(5정거장 후) 또는 고전번역원(6정거장 후)에서 하차 후 도보 5분",02-736-4371,서울특별시 은평구청,2025-07-09,3110000,서울특별시 은평구
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2020-12-15,place,한국족보박물관,공립,대전광역시 중구,대전광역시 중구 뿌리공원로 79,36.28537962,127.3883000376,NAME?,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;한국족보박물관;NAME?,한국족보박물관,공립,대전광역시 중구 뿌리공원로 79,대전광역시 중구 침산동 364,042-582-4445,한국족보박물관,www.한국족보박물관.한국,없음,10:00,17:00,10:00,17:00,"매주 월요일, 설, 추석 당일",0,0,0,무료,NAME?,"- 버스 : 312, 313, 316, 513",042-582-4445,한국족보박물관,2020-12-15,6300000,대전광역시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2022-10-31,place,복천박물관,공립,부산광역시 동래구,부산광역시 동래구 복천로 63(복천동),35.20877341,129.0911773,부산의 가야문화를 대표하는 박물관,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;복천박물관;부산의;가야문화를;대표하는,복천박물관,공립,부산광역시 동래구 복천로 63(복천동),부산광역시 동래구 복천동 16-5,051-550-0316,복천박물관,https://museum.busan.go.kr/bokcheon/index,문헌자료실+수유실,09:00,18:00,09:00,18:00,1.1 휴관매주 월요일 휴관,0,0,0,부산광역시립박물관 운영 조례 제5조에 따름,부산의 가야문화를 대표하는 박물관,"지하철, 버스 등홈페이지 참조",051-550-0316,복천박물관,2022-10-31,6260000,부산광역시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2022-10-31,place,정관박물관,공립,부산광역시 기장군,부산광역시 기장군 정관읍 정관중앙로 122(방곡리),35.3268078158,129.1848654223,삼국시대 살림살이와 생활유물이 전시된 열린박물관,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;정관박물관;삼국시대;살림살이와;생활유물이;전시된;열린박물관,정관박물관,공립,부산광역시 기장군 정관읍 정관중앙로 122(방곡리),부산광역시 기장군 정관읍 방곡리 442,051-720-6911,정관박물관,https://museum.busan.go.kr/jeonggwan/index,수유실,09:00,18:00,09:00,18:00,1.1 휴관매주 월요일 휴관,0,0,0,부산광역시립박물관 운영 조례 제5조에 따름,삼국시대 살림살이와 생활유물이 전시된 열린박물관,"지하철, 버스 등홈페이지 참조",051-720-6911,정관박물관,2022-10-31,6260000,부산광역시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2022-10-31,place,임시수도기념관,공립,부산광역시 서구,부산광역시 서구 임시수도기념로 45(부민동3가),35.10375325,129.0175964443,피란수도 부산을 조명한 박물관,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;임시수도기념관;피란수도;부산을;조명한,임시수도기념관,공립,부산광역시 서구 임시수도기념로 45(부민동3가),부산광역시 서구 부민동3가 22,051-244-6345,임시수도기념관,https://museum.busan.go.kr/monument/index,,09:00,18:00,09:00,18:00,1.1 휴관매주 월요일 휴관,0,0,0,부산광역시립박물관 운영 조례 제5조에 따름,피란수도 부산을 조명한 박물관,"지하철, 버스 등홈페이지 참조",051-244-6345,임시수도기념관,2022-10-31,6260000,부산광역시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2025-01-24,place,보령문화의전당,공립,충청남도 보령시,충청남도 보령시 대흥로 63,36.35071294,126.5905262,"보령지역 최초의 지방사 박물관인 보령박물관은 선사시대부터 근·현대시대에 이르기까지 보령의 향토사를 고스란히 담고 있는 박물관이다. 각각의 시대마다 주거문화, 고분문화, 종교문화, 도자문화, 선비문화 등 주제가 있는 전시를 기획하여 관람객들로 하여금 보령지역이 품고 있는 역사를 한눈에 알 수 있는 기회를 제공한다. 대표적인 전시유물로는 충청남도 유형문화재 158호 금강암 비편(碑片)과 충청남도 시도민속문화재 32호 호서 옥마산 김부대왕지기 등 지정문화재가 있으며, 전시된 대부분의 유물이 보령지역에서 출토된 국가귀속유물이다. 그리고 60년대 보령거리 재현은 보령박물관의 색다른 볼거리이다.",관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;보령문화의전당;보령지역;최초의;지방사;박물관인;보령박물관은;선사시대부터;근·현대시대에;이르기까지;보령의,보령문화의전당,공립,충청남도 보령시 대흥로 63,충청남도 보령시 대천동 340-2,041-930-0932,충청남도 보령시청,http://culture.brcn.go.kr,작은도서관+대강당+소강당,09:00,18:00,09:00,18:00,월,0,0,0,무료,"보령지역 최초의 지방사 박물관인 보령박물관은 선사시대부터 근·현대시대에 이르기까지 보령의 향토사를 고스란히 담고 있는 박물관이다. 각각의 시대마다 주거문화, 고분문화, 종교문화, 도자문화, 선비문화 등 주제가 있는 전시를 기획하여 관람객들로 하여금 보령지역이 품고 있는 역사를 한눈에 알 수 있는 기회를 제공한다. 대표적인 전시유물로는 충청남도 유형문화재 158호 금강암 비편(碑片)과 충청남도 시도민속문화재 32호 호서 옥마산 김부대왕지기 등 지정문화재가 있으며, 전시된 대부분의 유물이 보령지역에서 출토된 국가귀속유물이다. 그리고 60년대 보령거리 재현은 보령박물관의 색다른 볼거리이다.",대천역(버스) → 구기차역방면 자가용 5분내외 거리,041-930-0932,충청남도 보령시청 문화새마을과,2025-01-24,4510000,충청남도 보령시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-11-08,place,수덕사근역성보관,사립,충청남도 예산군,충청남도 예산군 덕산면 수덕사안길 79,36.66245138,126.6226692,수덕사근역성보관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;수덕사근역성보관,수덕사근역성보관,사립,충청남도 예산군 덕산면 수덕사안길 79,충청남도 예산군 덕산면 사천리 19,041-337-2902,수덕사근역성보관,,,9:00,18:00,0:00,0:00,공휴일,3000,3000,3000,,,,041-337-2902,충청남도 예산군청,2024-11-08,4610000,충청남도 예산군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-11-08,place,한국문인인장박물관,사립,충청남도 예산군,충청남도 예산군 광시면 운산2길 111-3,36.54709527,126.7503304,한국문인인장박물관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;한국문인인장박물관,한국문인인장박물관,사립,충청남도 예산군 광시면 운산2길 111-3,충청남도 예산군 광시면 운산리 256-2,031-302-0591,한국문인인장박물관,,,9:00,18:00,0:00,0:00,공휴일,0,0,0,,,,031-302-0591,충청남도 예산군청,2024-11-08,4610000,충청남도 예산군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-11-08,place,한국토종씨앗박물관,사립,충청남도 예산군,충청남도 예산군 대술면 시산서길 64-9,36.66631039,126.8784015,한국토종씨앗박물관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;한국토종씨앗박물관,한국토종씨앗박물관,사립,충청남도 예산군 대술면 시산서길 64-9,,000-000-0000,한국토종씨앗박물관,,,9:00,18:00,0:00,0:00,공휴일,3000,2500,2500,,,,000-000-0000,충청남도 예산군청,2024-11-08,4610000,충청남도 예산군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-11-08,place,수덕사선미술관,사립,충청남도 예산군,충청남도 예산군 덕산면 수덕사안길 79,36.66245074,126.6226684,수덕사선미술관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;수덕사선미술관,수덕사선미술관,사립,충청남도 예산군 덕산면 수덕사안길 79,충청남도 예산군 덕산면 사천리 19,041-338-9900,수덕사선미술관,,,9:00,18:00,0:00,0:00,공휴일,3000,3000,3000,,,,041-338-9900,충청남도 예산군청,2024-11-08,4610000,충청남도 예산군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-11-08,place,예산보부상박물관,공립,충청남도 예산군,충청남도 예산군 덕산면 온천단지1로 55,36.69120437,126.6500362,예산보부상박물관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;예산보부상박물관,예산보부상박물관,공립,충청남도 예산군 덕산면 온천단지1로 55,충청남도 예산군 덕산면 사동리 256-2,041-337-8830,충청남도 예산군청,,,10:00,20:00,10:00,20:00,월요일,11000,9000,7000,,,,041-337-8830,충청남도 예산군청,2024-11-08,4610000,충청남도 예산군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-11-08,place,덕산세계인형박물관,사립,충청남도 예산군,충청남도 예산군 덕산면 신평1길 14-7,36.69261981,126.6630795,덕산세계인형박물관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;덕산세계인형박물관,덕산세계인형박물관,사립,충청남도 예산군 덕산면 신평1길 14-7,충청남도 예산군 덕산면 신평리 188-2,041-337-5688,덕산세계인형박물관,,,10:00,20:00,10:00,20:00,월요일,10000,8000,8000,,,,041-337-5688,충청남도 예산군청,2024-11-08,4610000,충청남도 예산군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-11-14,place,포천역사문화관,공립,경기도 포천시,경기도 포천시 중앙로34번길 8,37.890447,127.198245,선사시대부터 근현대에 이르기까지 포천의 역사문화와 유물전시,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;포천역사문화관;선사시대부터;근현대에;이르기까지;포천의;역사문화와;유물전시,포천역사문화관,공립,경기도 포천시 중앙로34번길 8,경기도 포천시 신읍동 397-3,031-538-3029,포천역사문화관,,,09:30,17:30,00:00,00:00,토+일+법정공휴일,0,0,0,,선사시대부터 근현대에 이르기까지 포천의 역사문화와 유물전시,,031-538-3029,경기도 포천시청 문화체육과,2024-11-14,5600000,경기도 포천시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-10-31,place,인천어린이박물관,사립,인천광역시 미추홀구,인천광역시 미추홀구 매소홀로 618,37.43654516,126.6864606,어린이가 스스로 사고하고 오감을 사용해 느끼고 생각으로 연결할 수 있는 체험식 박물관이다,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;인천어린이박물관;어린이가;스스로;사고하고;오감을;사용해;느끼고;생각으로;연결할;수,인천어린이박물관,사립,인천광역시 미추홀구 매소홀로 618,인천광역시 미추홀구 문학동 482,032-432-5600,인천어린이박물관,http://www.enjoymuseum.org,,10:00,18:00,10:00,18:00,월요일+법정공휴일,6000,6000,7000,12개월 미만 어린이는 무료,어린이가 스스로 사고하고 오감을 사용해 느끼고 생각으로 연결할 수 있는 체험식 박물관이다,시내버스 4+6+6-1+13+27+63+111-2+303+515+522,032-432-5600,인천어린이박물관,2024-10-31,3510500,인천광역시 미추홀구
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-01-18,place,대한민국술테마박물관,공립,전북특별자치도 완주군,전북특별자치도 완주군 구이면 덕천전원길 232-58,35.72601706,127.1361627,대한민국 술테마 박물관,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;대한민국술테마박물관;대한민국;술테마,대한민국술테마박물관,공립,전북특별자치도 완주군 구이면 덕천전원길 232-58,전북특별자치도 완주군 구이면 덕천리 산245-1,063-290-3842,전라북도 완주군청,www.sulmuseum.kr,,09:00,18:00,09:00,18:00,월,2000,1000,500,,대한민국 술테마 박물관,403번 버스,063-290-3842,전라북도 완주군청,2024-01-18,4721000,전북특별자치도 완주군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-01-18,place,카메라영상박물관,사립,전북특별자치도 완주군,전북특별자치도 완주군 소양면 신교응암길 14,35.853068,127.206581,카메라영상박물관,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;카메라영상박물관,카메라영상박물관,사립,전북특별자치도 완주군 소양면 신교응암길 14,전북특별자치도 완주군 소양면 신교리 404-1,063-243-8090,카메라영상박물관,,,10:00,18:00,10:00,18:00,-,3000,2000,1000,-,카메라영상박물관,-,063-243-8090,조창환,2024-01-18,4721000,전북특별자치도 완주군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-01-18,place,산속등대미술관,사립,전북특별자치도 완주군,전북특별자치도 완주군 소양면 원암로 82,35.86930215,127.2519891,등대 테마의 미술관,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;산속등대미술관;등대;테마의,산속등대미술관,사립,전북특별자치도 완주군 소양면 원암로 82,전북특별자치도 완주군 소양면 해월리 362,063-245-2456,(유)제이와이프롭,http://www.sansoklighthouse.co.kr,주차장+카페,10:00,19:00,10:00,19:00,-,12000,10000,8000,-,등대 테마의 미술관,"807,806,814번 버스",063-245-2456,(유)제이와이프롭,2024-01-18,4721000,전북특별자치도 완주군
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-03-18,place,정동진시간박물관,사립,강원특별자치도 강릉시,강원특별자치도 강릉시 강동면 헌화로 990-1,37.68694053,129.0375964,정동진시간박물관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;정동진시간박물관,정동진시간박물관,사립,강원특별자치도 강릉시 강동면 헌화로 990-1,,033-645-4540,정동진시간박물관,,,09:00,18:00,09:00,18:00,연중무휴,7000,5000,4000,,,,033-640-5117,강원특별자치도 강릉시청 문화예술과,2024-03-18,4201000,강원특별자치도 강릉시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-03-18,place,강릉시립미술관,공립,강원특별자치도 강릉시,강원특별자치도 강릉시 화부산로 40번길 46,37.76055167,128.890841,강릉시립미술관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;강릉시립미술관,강릉시립미술관,공립,강원특별자치도 강릉시 화부산로 40번길 46,,033-640-4271,강릉시립미술관,,,09:00,18:00,09:00,18:00,"월(월요일 공휴일 경우 당일 개관, 그 다음 첫번째 평일 휴관)",0,0,0,,,,033-640-5117,강원특별자치도 강릉시청 문화예술과,2024-03-18,4201000,강원특별자치도 강릉시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-03-18,place,하슬라미술관,사립,강원특별자치도 강릉시,강원특별자치도 강릉시 강동면 율곡로 1441,37.70545629,129.0078449,하슬라미술관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;하슬라미술관,하슬라미술관,사립,강원특별자치도 강릉시 강동면 율곡로 1441,,033-644-9411,하슬라미술관,,,09:00,18:00,09:00,18:00,연중무휴,12000,12000,11000,,,,033-640-5117,강원특별자치도 강릉시청 문화예술과,2024-03-18,4201000,강원특별자치도 강릉시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-03-18,place,장길환미술관,사립,강원특별자치도 강릉시,강원특별자치도 강릉시 해안로 10,37.7744783,128.9430975,장길환미술관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;장길환미술관,장길환미술관,사립,강원특별자치도 강릉시 해안로 10,,033-661-3413,장길환미술관,,,09:00,18:00,09:00,18:00,월,10000,7000,7000,,,,033-640-5117,강원특별자치도 강릉시청 문화예술과,2024-03-18,4201000,강원특별자치도 강릉시
전국박물관미술관정보표준데이터,https://www.data.go.kr/data/15017323/standard.do,2024-03-18,place,강릉자수박물관,사립,강원특별자치도 강릉시,강원특별자치도 강릉시 죽헌길 140-12,37.77809202,128.8802931,강릉자수박물관을(를) 배경으로 관람 전후 동화를 만들 수 있다.,관람 전 예습 동화와 방문 후 기념 동화책 배경,전시실에서 마음에 드는 작품이나 물건을 찾아 가족과 이야기하기,5-7;8-10,박물관;미술관;강릉자수박물관,강릉자수박물관,사립,강원특별자치도 강릉시 죽헌길 140-12,,033-644-0600,강릉자수박물관,,,09:30,17:30,09:30,17:30,월,6000,5000,4000,,,,033-640-5117,강원특별자치도 강릉시청 문화예술과,2024-03-18,4201000,강원특별자치도 강릉시
