source_name,source_url,reference_date,item_type,name_ko,category,region,address,latitude,longitude,summary,story_use,mission_use,age_tags,keywords,SpcTxnId,Kingdom,KingdomKR,PhylumDivision,PhylumDivisionKR,Class,ClassKR,Order,OrderKR,Family,FamilyKR,SpcScitfNm,SpcScitfNmShort,CommKorNm,SpcTyp,ABST,FORM,ECOL,CULTIVINF,BIOCHEMICAL,ACTIVINFO,NADI,INDI,HABI,UTLZ,CorrNmTyp,CorrSpcScitfNm
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,구슬머리부스럼말,크로미스타계; 대롱편모조식물문; 갈조강; 솜털목; 민가지말과,,,,,구슬머리부스럼말은(는) 해양생물 캐릭터와 과학 동화 소재로 사용할 수 있다.,"해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;구슬머리부스럼말;Corynophlaea;globulifera;민가지말과,270000021505,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Ectocarpales,솜털목,Chordariaceae,민가지말과,"Corynophlaea globulifera (Ruprecht) Perestenko, 1980",Corynophlaea globulifera,구슬머리부스럼말,기타,,,,,,,,,,,정명,"Corynophlaea globulifera (Ruprecht) Perestenko, 1980"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,구슬모자반,크로미스타계; 대롱편모조식물문; 갈조강; 말목; 모자반과,,,,,"엽체의 체장은 1~2m이고 반상근의 부착기를 가지며, 부착기에서 매우 짧은 줄기를 가진 여러 개의 중심가지가 생성된다. 중심가지는 납작하고 양측에서 긴 가지를 내며 하부의 잎은 단엽 또는 복우상이며 열편은 피침형 또는 선형이며 중륵이 있다. 중심가지의 상부는 납작하고 열편의 끝은 매우 뾰족하다.(Choi et al., 2016 편집 인용)","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;구슬모자반;Sargassum;piluliferum;모자반과,270000025006,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Fucales,말목,Sargassaceae,모자반과,"Sargassum piluliferum (Turner) C.Agardh, 1820",Sargassum piluliferum,구슬모자반,기타,,"엽체의 체장은 1~2m이고 반상근의 부착기를 가지며, 부착기에서 매우 짧은 줄기를 가진 여러 개의 중심가지가 생성된다. 중심가지는 납작하고 양측에서 긴 가지를 내며 하부의 잎은 단엽 또는 복우상이며 열편은 피침형 또는 선형이며 중륵이 있다. 중심가지의 상부는 납작하고 열편의 끝은 매우 뾰족하다.(Choi et al., 2016 편집 인용)",,,,,,,,,정명,"Sargassum piluliferum (Turner) C.Agardh, 1820"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,구슬좀솜털,크로미스타계; 대롱편모조식물문; 갈조강; 솜털목; 솜말과,,,,,구슬좀솜털은(는) 해양생물 캐릭터와 과학 동화 소재로 사용할 수 있다.,"해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;구슬좀솜털;Feldmannia;globifera;솜말과,270000022045,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Ectocarpales,솜털목,Acinetosporaceae,솜말과,"Feldmannia globifera (Kützing) Hamel, 1939",Feldmannia globifera,구슬좀솜털,기타,,,,,,,,,,,이명,Feldmannia paradoxa (Montagne) Hamel 1939
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,구직말,크로미스타계; 대롱편모조식물문; 갈조강; 말목; 모자반과,"동해안, 남해안","동해안, 남해안; 조하대 하부 암반",,,"바다에 사는 갈조식물이다. 엽체는 3m까지 자라고, 부착기는 3-4cm, 원추상이다. 줄기는 짧고 길이 2-3cm, 수 회 분지하고, 중심가지는 하부에서 편압되고, 상부에서 삼릉형이며, 엽병기부 잔존으로 돌기를 형성한다. 잎은 하부에서 타원형, 피침형, 길이 4-5cm, 폭 1cm 내외, 전연이나 거치를 형성하기도 하며, 아래쪽을 향한다. 상부에서 선상이고, 이중거치 존재하며, 기낭은 도란형, 타원형이고, 침상돌기, 관엽이 존재하기도 한다. 생식기탁은 주걱상, 선상, 삼릉형, 거치가 있기도 한다. 조하대 하부 암반에 부착하여 연중 자라며, 5-8월에 생식기관이 형성된다. 동해안과 남해안에 생육하며, 세계적으로 일본과 중국에 분포한다.","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;구직말;Sargassum;siliquosum;모자반과;조하대;하부;암반;동해안;남해안,270000025011,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Fucales,말목,Sargassaceae,모자반과,"Sargassum siliquosum J.Agardh, 1848",Sargassum siliquosum,구직말,기타,"바다에 사는 갈조식물이다. 엽체는 3m까지 자라고, 부착기는 3-4cm, 원추상이다. 줄기는 짧고 길이 2-3cm, 수 회 분지하고, 중심가지는 하부에서 편압되고, 상부에서 삼릉형이며, 엽병기부 잔존으로 돌기를 형성한다. 잎은 하부에서 타원형, 피침형, 길이 4-5cm, 폭 1cm 내외, 전연이나 거치를 형성하기도 하며, 아래쪽을 향한다. 상부에서 선상이고, 이중거치 존재하며, 기낭은 도란형, 타원형이고, 침상돌기, 관엽이 존재하기도 한다. 생식기탁은 주걱상, 선상, 삼릉형, 거치가 있기도 한다. 조하대 하부 암반에 부착하여 연중 자라며, 5-8월에 생식기관이 형성된다. 동해안과 남해안에 생육하며, 세계적으로 일본과 중국에 분포한다.","엽체는 3m까지 자라고, 부착기는 3-4cm, 원추상이다. 줄기는 짧고 길이 2-3cm, 수 회 분지하고, 중심가지는 하부에서 편압되고, 상부에서 삼릉형이며, 엽병기부 잔존으로 돌기를 형성한다. 잎은 하부에서 타원형, 피침형, 길이 4-5cm, 폭 1cm 내외, 전연이나 거치를 형성하기도 하며, 아래쪽을 향한다. 상부에서 선상이고, 이중거치 존재하며, 기낭은 도란형, 타원형이고, 침상돌기, 관엽이 존재하기도 한다. 생식기탁은 주걱상, 선상, 삼릉형, 거치가 있기도 한다.",연중 생육. 5월에서 8월까지 생식기관 형성,,,,"동해안, 남해안","일본, 중국",조하대 하부 암반,특별한 용도가 알려진 바 없음,정명,"Sargassum siliquosum J.Agardh, 1848"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,굵은갯쇠털,크로미스타계; 대롱편모조식물문; 갈조강; 갯쇠털목; 갯쇠털과,전해역,전해역,,,식물체는 황갈색의 가느다랗고 조금 억센 실 모양으로 다발을 이루어 다른 해조류나 바위에 붙어 자란다. 식물체의 뿌리는 여러 세포층으로 되었고 각 마디의 세포는 곧은 막대기 모양이나 흔히 두개로 나누어진 것도 있다. 무성 생식기는 매미의 머리와 같은 모양이다. 조하대에 자란다.,"해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;굵은갯쇠털;Sphacelaria;californica;갯쇠털과;전해역,270000025185,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Sphacelariales,갯쇠털목,Sphacelariaceae,갯쇠털과,"Sphacelaria californica (Sauvageau) Setchell & N.L.Gardener, 1925",Sphacelaria californica,굵은갯쇠털,기타,식물체는 황갈색의 가느다랗고 조금 억센 실 모양으로 다발을 이루어 다른 해조류나 바위에 붙어 자란다. 식물체의 뿌리는 여러 세포층으로 되었고 각 마디의 세포는 곧은 막대기 모양이나 흔히 두개로 나누어진 것도 있다. 무성 생식기는 매미의 머리와 같은 모양이다. 조하대에 자란다.,,,,,,전해역,"북아메리카, 아시아, 오스트랄리아, 뉴질랜드, 중앙아메리카",,,정명,"Sphacelaria californica (Sauvageau) Setchell & N.L.Gardener, 1925"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,그물무늬말,크로미스타계; 대롱편모조식물문; 갈조강; 솜털목; 민가지말과,,,,,그물무늬말은(는) 해양생물 캐릭터와 과학 동화 소재로 사용할 수 있다.,"해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;그물무늬말;Mikrosyphar;polysiphoniae;민가지말과,270000023370,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Ectocarpales,솜털목,Chordariaceae,민가지말과,"Mikrosyphar polysiphoniae Kuckuck, 1897",Mikrosyphar polysiphoniae,그물무늬말,기타,,,,,,,,,,,정명,"Mikrosyphar polysiphoniae Kuckuck, 1897"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,그물바구니,크로미스타계; 대롱편모조식물문; 갈조강; 솜털목; 고리매과,전해역,전해역,,,"식물체는 황갈색인 크고 작은 구멍이 많아 그물이 뭉친 덩어리 모양이다. 식물체는 10~25 cm까지 자란다. 식물체 내부조직에는 작고 동글납작한 피층세포가 1층을 이루고 그 안에는 2-4겹으로 큰 수조직 세포가 발달한다. 봄부터 초가을까지 주로 출현하고, 조간대 및 조하대에 자란다.","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;그물바구니;Hydroclathrus;clathratus;고리매과;전해역,270000022563,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Ectocarpales,솜털목,Scytosiphonaceae,고리매과,"Hydroclathrus clathratus (C.Agardh) M.Howe, 1920",Hydroclathrus clathratus,그물바구니,기타,"식물체는 황갈색인 크고 작은 구멍이 많아 그물이 뭉친 덩어리 모양이다. 식물체는 10~25 cm까지 자란다. 식물체 내부조직에는 작고 동글납작한 피층세포가 1층을 이루고 그 안에는 2-4겹으로 큰 수조직 세포가 발달한다. 봄부터 초가을까지 주로 출현하고, 조간대 및 조하대에 자란다.","▵ Type locality : In mari Australi, ut [?] ad Ravak, in sinu 'Baie de Chien Marin', sec. Gaudichaud.

가시적인 직립지(거품 형태의 엽체)를 형성하는 배우체 세대와 현미경적 사상체인 포자체를 갖는 이형세대교번을 한다. 배우체는 동형이나 자웅이주로 자성배우체에서는 유주자와 복실포자낭과 배우자낭을 형성한다. 웅성배우체의 복실포자낭에서는 운동성의 웅성배우자를, 유주자낭에서는 유주자를 형성하여 방출하고, 유주자는 발아하여 다시 직립하는 웅성배우자로 발달한다. 자성배우체의 복실포자낭에서 방출된 유주자는 발아해서 다시 직립성 자성배우체를 형성하고, 배우자낭에서 방출된 운동성 자성배우자는 웅성배우자와 수정 후 발아하여 사상의 포자체로 발달한다. 포자체는 사상의 포복성으로 단실포자낭과 다실포자낭을 형성하며, 단실포자낭에서 방출된 단실포자는 배우체로 발달하나, 다실포자낭에서 방출된 다실포자는 발아하여 다시 사상의 포자체로 발달한다. [3]
식물체는 갈색 내지 황갈색으로 반구형 또는 거품 모양으로 기질 위를 포복한다. 엽체는 막질로, 내부는 매어있으며, 엽체 표면에 다양한 크기의 구멍을 무수히 많이 형성한다. 어린 개체는 반구형으로 주름과 구멍이 적고, 성장하면서 엽체 표면에 주름과 구멍이 점점 많아져 부정형의 구멍이 많은 거품 모양으로 된다. 구멍은 대개 원형이며 가장자리가 엽체 안쪽으로 말아진다. 횡단면에서 엽체는 1층의 작고 색소가 있는 피층세포층과 크고 부정형인 거품 모양의 투명한 2~4층의 수층세포로 구성된다. 지름 10cm 내외로 성장한다.[2]","조간대 하부~조하대 수심 5m에 주로 생육하며, 암반 또는 유절산호말류 위에 붙어 자란다. 5~7월에 성숙한 개체들을 관찰할 수 있다.
최근 기후변화에 따른 기후변화지표종*으로 지정되어 있다.
* 기후변화로 인해 계절활동, 분포역, 개체군의 크기 변화가 뚜렷하거나 뚜렷할 것으로 예상되는 종으로 지표화하여 정부에서 지속적인 조사·관리가 필요한 종",,,,전해역,"동남아시아, 태평양, 유럽, 대서양, 북아메리카, 중앙아메리카, 카리브해, 서대서양, 남아메리카, 아프리카, 인도양, 서남아시아, 호주, 뉴질랜드, 태평양",,,정명,"Hydroclathrus clathratus (C.Agardh) M.Howe, 1920"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,그물바탕말,크로미스타계; 대롱편모조식물문; 갈조강; 그물바탕말목; 그물바탕말과,"동, 서, 남해안","동, 서, 남해안",,,"식물체는 녹갈색 또는 암록색이며, 두 갈래로 가지를 내어 넓게 펼쳐져 부채꼴 모양으로 자란다. 식물체의 길이는 5~15 cm, 폭은 5~20 mm로 자란다. 가지의 끝부분은 볼록렌즈모양의 정단세포가 한 개 있으며 그 부분은 평평하거나 조금 오목하다. 식물체 내부 조직에는 오뚜기 모양의 피층세포가 1층으로 발달하며 수층세포는 모서리가 없는 네모꼴이며 1층을 이룬다. 포자낭은 식물체 표면에 넓게 발달한다. 식물체는 암반에 착생하고 연중 출현한다.","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;그물바탕말;Dictyota;dichotoma;그물바탕말과;동;서;남해안,270000021691,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Dictyotales,그물바탕말목,Dictyotaceae,그물바탕말과,"Dictyota dichotoma (Hudson) J.V.Lamouroux, 1809",Dictyota dichotoma,그물바탕말,기타,"식물체는 녹갈색 또는 암록색이며, 두 갈래로 가지를 내어 넓게 펼쳐져 부채꼴 모양으로 자란다. 식물체의 길이는 5~15 cm, 폭은 5~20 mm로 자란다. 가지의 끝부분은 볼록렌즈모양의 정단세포가 한 개 있으며 그 부분은 평평하거나 조금 오목하다. 식물체 내부 조직에는 오뚜기 모양의 피층세포가 1층으로 발달하며 수층세포는 모서리가 없는 네모꼴이며 1층을 이룬다. 포자낭은 식물체 표면에 넓게 발달한다. 식물체는 암반에 착생하고 연중 출현한다.","식물체는 연한 갈색이며 엽체는 편평하고 양갈래로 분지하여 전체적으로 부채꼴 모양이다. 크기는 5~15 cm이고, 너비는 0.5~2 cm이다. 엽체의 표면에 불규칙하게 포자낭군이 갈조사와 함께 산재하며, 원형의 생갈색 포자낭을 형성한다.",가근성 부착기로 암반에 부착하여 조간대 하부 또는 조하대에 생육한다.,,,항염증,"동, 서, 남해안","아일랜드, 유럽, 대서양, 북아메리카, 중앙아메리카, 카리브해, 남아메리카, 아프리카, 인도양, 서남아시아, 아시아, 동남아시아, 호주, 뉴질랜드, 태평양, 남극",,"식품, 의약품",정명,"Dictyota dichotoma (Hudson) J.V.Lamouroux, 1809"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,기는그물바탕말,크로미스타계; 대롱편모조식물문; 갈조강; 그물바탕말목; 그물바탕말과,,,,,기는그물바탕말은(는) 해양생물 캐릭터와 과학 동화 소재로 사용할 수 있다.,"해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;기는그물바탕말;Dictyota;friabilis;그물바탕말과,270000021692,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Dictyotales,그물바탕말목,Dictyotaceae,그물바탕말과,"Dictyota friabilis Setchell, 1926",Dictyota friabilis,기는그물바탕말,기타,,,,,,,,,,,정명,"Dictyota friabilis Setchell, 1926"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,긴불레기말,크로미스타계; 대롱편모조식물문; 갈조강; 솜털목; 고리매과,우리나라 전 연안,우리나라 전 연안,,,"식물체의 색은 갈색이며, 고추모양의 주머니로 외가닥이며 거품 같은 기부에서 몇 개 모여난다. 식물체의 내부 조직에는 작고 동글납작한 모양의 피층이 1~2겹으로 발달하고, 크고 둥글납작한 세포가 3~4겹으로 수조직을 이루며 가운데는 비었다. 다실포자낭(여러 개의 방으로 이루어진 포자주머니)은 가늘고 곧은 막대모양으로 다실포자 10~12개가 한 줄로 들어있으며 측사(포자의 보호기관)는 짧은 방망이 모양으로 다실포자낭과 같은 길이이다. 조간대에 자란다.","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;긴불레기말;Dactylosiphon;bullosus;고리매과;우리나라;전;연안,270000021606,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Ectocarpales,솜털목,Scytosiphonaceae,고리매과,"Dactylosiphon bullosus (D.A.Saunders) Santiañez, K.M.Lee, S.M.Boo & Kogame, 2018",Dactylosiphon bullosus,긴불레기말,기타,"식물체의 색은 갈색이며, 고추모양의 주머니로 외가닥이며 거품 같은 기부에서 몇 개 모여난다. 식물체의 내부 조직에는 작고 동글납작한 모양의 피층이 1~2겹으로 발달하고, 크고 둥글납작한 세포가 3~4겹으로 수조직을 이루며 가운데는 비었다. 다실포자낭(여러 개의 방으로 이루어진 포자주머니)은 가늘고 곧은 막대모양으로 다실포자 10~12개가 한 줄로 들어있으며 측사(포자의 보호기관)는 짧은 방망이 모양으로 다실포자낭과 같은 길이이다. 조간대에 자란다.","엽체는 황갈색이고 노성하면 올리브 녹색 또는 올리브 갈색으로 변화하며, 봄부터 가을까지 관찰된다. 속이 빈 긴 자루 모양이며 하나 또는 여러 개가 직립하는 몸을 형성한다. 길이는 20~25cm이고 폭은 2~3cm로 꼭대기는 둔원 또는 조금 가늘게 된다. 부착기 부분의 지름 20mm이고 가근이 뒤엉켜 바위에 부착한다.(Choi et al., 2016 편집 인용)",,,,,우리나라 전 연안,"일본, 중국, 뉴질랜드, 미국 (알래스카-캘리포니아)",,,정명,"Dactylosiphon bullosus (D.A.Saunders) Santiañez, K.M.Lee, S.M.Boo & Kogame, 2018"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,긴세포겹딱지,크로미스타계; 대롱편모조식물문; 갈조강; 바위딱지목; 바위딱지과,,,,,긴세포겹딱지은(는) 해양생물 캐릭터와 과학 동화 소재로 사용할 수 있다.,"해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;긴세포겹딱지;Ramipedicella;longicellularis;바위딱지과,270000029268,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Ralfsiales,바위딱지목,Ralfsiaceae,바위딱지과,"Ramipedicella longicellularis (Perestenko) Oteng’o AO, Won BY & Cho TO, 2024",Ramipedicella longicellularis,긴세포겹딱지,기타,,,,,,,,,,,정명,"Ramipedicella longicellularis (Perestenko) Oteng’o AO, Won BY & Cho TO, 2024"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,긴세포바위딱지,크로미스타계; 대롱편모조식물문; 갈조강; 바위딱지목; 바위딱지과,,,,,긴세포바위딱지은(는) 해양생물 캐릭터와 과학 동화 소재로 사용할 수 있다.,"해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;긴세포바위딱지;Ralfsia;longicellularis;바위딱지과,270000026860,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Ralfsiales,바위딱지목,Ralfsiaceae,바위딱지과,"Ralfsia longicellularis Perestenko, 1980",Ralfsia longicellularis,긴세포바위딱지,기타,,,,,,,,,,,이명,"Ramipedicella longicellularis (Perestenko) Oteng’o AO, Won BY & Cho TO, 2024"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,긴자루구슬모자반,크로미스타계; 대롱편모조식물문; 갈조강; 말목; 모자반과,"서해안, 남해안, 제주도","서해안, 남해안, 제주도",,,"엽체는 30~60cm까지 자란다. 부착기는 작은 반상근이다. 중심가지는 편압되고, 폭 4.5~6.0mm, 두께 1.5~2.0mm이며, 양연에서 호생적으로 측지를 낸다. 잎은 장피침상, 선상이도, 연변에 거치가 있으며, 길이 3~8.츠, 폭 0.8~1.5cm 이고 중륵이 융기한다. 기낭은 구형, 난형이고, 긴 자루가 있으며, 관엽이 없다. 자웅이주이다. 생식기탁은 측지 정단부나 소지 엽액에 호생적으로 형성된다.","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;긴자루구슬모자반;Sargassum;yendoi;모자반과;서해안;남해안;제주도,270000025015,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Fucales,말목,Sargassaceae,모자반과,"Sargassum yendoi Okamura & Yamada, 1938",Sargassum yendoi,긴자루구슬모자반,기타,"엽체는 30~60cm까지 자란다. 부착기는 작은 반상근이다. 중심가지는 편압되고, 폭 4.5~6.0mm, 두께 1.5~2.0mm이며, 양연에서 호생적으로 측지를 낸다. 잎은 장피침상, 선상이도, 연변에 거치가 있으며, 길이 3~8.츠, 폭 0.8~1.5cm 이고 중륵이 융기한다. 기낭은 구형, 난형이고, 긴 자루가 있으며, 관엽이 없다. 자웅이주이다. 생식기탁은 측지 정단부나 소지 엽액에 호생적으로 형성된다.",식물체는 연한 갈색으로 작은 반상근의 부착기에서 편압된 원주상의 줄기가 뻗어나가며 자란다. 엽체는 장피침형 또는 선형이며 가장자리에 거치가 존재한다. 구형 또는 난형의 기낭을 가지며 관엽은 없다.,연중 생육하며 5월부터 8월까지가 생식기간이다. 우리나라 전 연안의 조하대 암반에 부착하여 서식한다.,,,,"서해안, 남해안, 제주도","동남아시아, 아시아,",,,정명,"Sargassum yendoi Okamura & Yamada, 1938"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,깃꼴솜털,크로미스타계; 대롱편모조식물문; 갈조강; 솜털목; 솜털과,,,,,깃꼴솜털은(는) 해양생물 캐릭터와 과학 동화 소재로 사용할 수 있다.,"해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;깃꼴솜털;Ectocarpus;fasciculatus;솜털과,270000021806,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Ectocarpales,솜털목,Ectocarpaceae,솜털과,"Ectocarpus fasciculatus Harvey, 1841",Ectocarpus fasciculatus,깃꼴솜털,기타,,,,,,,,,,,이명,Ectocarpus flagelliformis Kützing 1843
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,깃대긴털실말,크로미스타계; 대롱편모조식물문; 갈조강; 솜털목; 솜말과,,,,,깃대긴털실말은(는) 해양생물 캐릭터와 과학 동화 소재로 사용할 수 있다.,"해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;깃대긴털실말;Hincksia;sordida;솜말과,270000026859,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Ectocarpales,솜털목,Acinetosporaceae,솜말과,"Hincksia sordida (Harvey) P.C.Silva, 1987",Hincksia sordida,깃대긴털실말,기타,,,,,,,,,,,정명,"Hincksia sordida (Harvey) P.C.Silva, 1987"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,꼬마모자반,크로미스타계; 대롱편모조식물문; 갈조강; 말목; 모자반과,"강릉, 포항, 울릉도, 독도","강릉, 포항, 울릉도, 독도; 파도가 많은 조간대 하부와 조하대의 암반",,,"바다에 사는 갈조식물이다. 엽체는 길이 0.5-1.0m, 밝은 갈색이다. 반상의 부착기에서 섬유상 가근이 발달하며, 가근은 불규칙적으로 분지하고, 서로 엉키며 매트를 만든다. 줄기는 원주상, 짧고 분지하지 않으며, 여러 개의 가지가 발달한다. 잎은 1-2cm의 선형, 도피침형,  반달꼴이고, 전연이며, 모총이 산재한다. 기낭은 5mm 정도의 방추형이다. 생식기탁은 측지 정단부, 소지 엽액에 호생적으로 나고, 원주상으로 첨예하다. 파도가 많은 조간대 하부와 조하대 암반에 자라며, 연중 관찰된다. 국내에서는 동해안 일부 지역에서만 채집되어 분포지역이 제한적이며, 세계적으로 일본의 태평양 연안과 홍콩, 베트남에서 보고되었다.","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;꼬마모자반;Sargassum;nipponicum;모자반과;파도가;많은;조간대;하부와;조하대의;암반;강릉,270000025002,Chromista,크로미스타계,Ochrophyta,대롱편모조식물문,Phaeophyceae,갈조강,Fucales,말목,Sargassaceae,모자반과,"Sargassum nipponicum Yendo, 1907",Sargassum nipponicum,꼬마모자반,기타,"바다에 사는 갈조식물이다. 엽체는 길이 0.5-1.0m, 밝은 갈색이다. 반상의 부착기에서 섬유상 가근이 발달하며, 가근은 불규칙적으로 분지하고, 서로 엉키며 매트를 만든다. 줄기는 원주상, 짧고 분지하지 않으며, 여러 개의 가지가 발달한다. 잎은 1-2cm의 선형, 도피침형,  반달꼴이고, 전연이며, 모총이 산재한다. 기낭은 5mm 정도의 방추형이다. 생식기탁은 측지 정단부, 소지 엽액에 호생적으로 나고, 원주상으로 첨예하다. 파도가 많은 조간대 하부와 조하대 암반에 자라며, 연중 관찰된다. 국내에서는 동해안 일부 지역에서만 채집되어 분포지역이 제한적이며, 세계적으로 일본의 태평양 연안과 홍콩, 베트남에서 보고되었다.","엽체는 길이 0.5-1.0m, 밝은 갈색이고, 반상의 부착기에서 섬유상 가근이 발달하며, 가근은 불규칙적으로 분지하고, 서로 엉키며 매트를 만든다. 줄기는 원주상, 짧고 분지하지 않으며, 여러 개의 가지가 발달한다. 잎은 1-2cm의 선형, 도피침형,  반달꼴이고, 전연이며, 모총이 산재하고, 기낭은 5mm 정도의 방추형이다. 생식기탁은 측지 정단부, 소지 엽액에 호생적으로 나고, 원주상으로 첨예하다.","연중 생육. 파도에 노출된 해안의 조간대 하부, 조하대 생육",,,,"강릉, 포항, 울릉도, 독도","베트남, 일본, 홍콩",파도가 많은 조간대 하부와 조하대의 암반,특별한 용도가 알려진 바 없음,정명,"Sargassum nipponicum Yendo, 1907"
